m_x,r,T,rho,P,l,X,Y,He3,C12,N14,O16,T6,n_e,m_y,X 7Be,pp,B8,N13,O15,F17,Be7,pep,hep
0.0537891,0.08717,13500000.0,97.1,1.53e+17,0.34144,0.52501,0.46001,3.52e-05,5.9e-06,0.00371,0.00634,13.474756097560975,1.8693170731707318,0.0006457317073170732,3.785853658536586e-12,0.0032068292682926832,0.0017858536585365857,0.0017495121951219515,0.0024226829268292685,0.0021226829268292686,0.0037726829268292686,0.00375,0.002256829268292683
0.0548186,0.08782,13500000.0,96.5,1.52e+17,0.3466,0.5267,0.45832,3.57e-05,5.88e-06,0.00371,0.00634,13.450317073170732,1.8677073170731708,0.000652170731707317,3.702439024390244e-12,0.00322,0.0017182926829268296,0.0016912195121951221,0.0023482926829268298,0.0020553658536585366,0.0037182926829268294,0.00375,0.0022729268292682927
0.055701,0.08838,13400000.0,96.1,1.51e+17,0.351,0.52814,0.45688,3.62e-05,5.86e-06,0.00371,0.00634,13.429121951219512,1.8656829268292683,0.0006576341463414634,3.6336585365853657e-12,0.0032265853658536587,0.0016636585365853657,0.0016502439024390244,0.0022936585365853656,0.0019936585365853657,0.0036702439024390242,0.00375,0.0022865853658536584
0.0568925,0.08912,13400000.0,95.5,1.5e+17,0.35689,0.53005,0.45497,3.68e-05,5.83e-06,0.00371,0.00633,13.401048780487805,1.8635365853658536,0.0006643902439024391,3.546829268292682e-12,0.00324,0.0015814634146341458,0.0015960975609756094,0.002211463414634146,0.0019214634146341458,0.0036014634146341457,0.0037453658536585363,0.0023146341463414636
0.0576428,0.08958,13400000.0,95.2,1.5e+17,0.36057,0.53125,0.45377,3.72e-05,5.82e-06,0.00371,0.00633,13.383634146341464,1.8624146341463415,0.0006683414634146343,3.4907317073170723e-12,0.0032458536585365854,0.0015424390243902433,0.0015624390243902434,0.0021665853658536577,0.0018707317073170724,0.0035624390243902434,0.00374,0.0023258536585365856
0.0588463,0.09032,13400000.0,94.6,1.49e+17,0.36643,0.53314,0.45188,3.79e-05,5.79e-06,0.00371,0.00633,13.355756097560976,1.860609756097561,0.000675560975609756,3.4004878048780494e-12,0.00325390243902439,0.0014743902439024394,0.0015082926829268297,0.0020943902439024393,0.0017943902439024394,0.0034943902439024395,0.00374,0.0023439024390243903
0.0594525,0.09069,13300000.0,94.3,1.48e+17,0.36936,0.53409,0.45094,3.82e-05,5.78e-06,0.00371,0.00633,13.341609756097562,1.8597073170731708,0.0006791707317073171,3.3582926829268287e-12,0.00326,0.0014382926829268285,0.0014812195121951214,0.0020553658536585358,0.0017612195121951215,0.0034612195121951216,0.003737073170731707,0.002352926829268293
0.0605133,0.09133,13300000.0,93.8,1.47e+17,0.37445,0.53572,0.4493,3.88e-05,5.75e-06,0.00371,0.00633,13.317341463414634,1.8572926829268293,0.0006854146341463414,3.2873170731707326e-12,0.0032685365853658533,0.0013843902439024394,0.0014343902439024395,0.001985853658536586,0.0017058536585365857,0.003405853658536586,0.00373,0.0023685365853658535
0.0614324,0.09187,13300000.0,93.4,1.47e+17,0.37884,0.53713,0.4479,3.93e-05,5.74e-06,0.00371,0.00633,13.296439024390244,1.8558292682926831,0.0006905121951219512,3.2231707317073183e-12,0.0032717073170731702,0.0013348780487804888,0.0013948780487804888,0.0019431707317073181,0.0016531707317073182,0.0033631707317073184,0.0037282926829268295,0.0023917073170731705
0.0625161,0.09252,13300000.0,92.9,1.46e+17,0.38397,0.53877,0.44626,3.99e-05,5.71e-06,0.00371,0.00633,13.271902439024391,1.8542439024390245,0.0006960243902439026,3.152195121951218e-12,0.00328,0.0012797560975609747,0.0013548780487804874,0.0018797560975609747,0.001597317073170731,0.0032997560975609745,0.00372,0.002407560975609756
0.0637615,0.09325,13200000.0,92.4,1.45e+17,0.38981,0.54063,0.4444,4.06e-05,5.69e-06,0.00371,0.00633,13.243951219512196,1.8524634146341463,0.0007031463414634147,3.073170731707317e-12,0.0032853658536585364,0.00122390243902439,0.0013039024390243902,0.0018085365853658536,0.0015339024390243902,0.0032385365853658536,0.00371,0.0024253658536585363
0.0651855,0.09408,13200000.0,91.7,1.44e+17,0.39643,0.54272,0.44231,4.14e-05,5.66e-06,0.00371,0.00633,13.212024390243903,1.8494390243902439,0.0007106829268292682,2.9875609756097565e-12,0.00329,0.0011575609756097564,0.0012487804878048782,0.0017375609756097564,0.001463170731707317,0.0031675609756097564,0.0037,0.002445609756097561
0.0661385,0.09463,13200000.0,91.3,1.43e+17,0.40082,0.54411,0.44093,4.2e-05,5.64e-06,0.00371,0.00633,13.191463414634146,1.8480975609756098,0.0007156097560975609,2.9248780487804874e-12,0.00329,0.0011129268292682927,0.0012129268292682925,0.0016839024390243901,0.00141390243902439,0.0031139024390243897,0.0036909756097560976,0.0024590243902439025
0.0674327,0.09537,13200000.0,90.8,1.42e+17,0.40673,0.54597,0.43907,4.27e-05,5.61e-06,0.00371,0.00633,13.162682926829268,1.8462926829268294,0.0007228292682926829,2.8517073170731712e-12,0.0033,0.0010587804878048786,0.0011687804878048786,0.0016287804878048786,0.0013587804878048785,0.0030517073170731714,0.00368,0.002477073170731707
0.0680798,0.09573,13200000.0,90.5,1.42e+17,0.40966,0.54689,0.43815,4.31e-05,5.6e-06,0.00371,0.00633,13.148634146341463,1.8454146341463415,0.0007257560975609756,2.816585365853659e-12,0.0033,0.0010382926829268296,0.0011482926829268296,0.0015965853658536592,0.0013324390243902443,0.0030224390243902446,0.003674146341463415,0.002485853658536585
0.0690614,0.09629,13100000.0,90.1,1.41e+17,0.41409,0.54827,0.43677,4.37e-05,5.58e-06,0.00371,0.00633,13.127731707317073,1.8430975609756097,0.0007308048780487804,2.7619512195121957e-12,0.0033,0.0009986097560975614,0.001111463414634147,0.0015514634146341468,0.0012914634146341468,0.0029719512195121958,0.003660487804878049,0.0024995121951219513
0.0698886,0.09675,13100000.0,89.7,1.4e+17,0.41779,0.54943,0.43561,4.41e-05,5.56e-06,0.00371,0.00633,13.109829268292684,1.8419268292682927,0.0007352926829268293,2.7170731707317073e-12,0.0033,0.0009680243902439024,0.0010885365853658536,0.0015078048780487803,0.0012578048780487803,0.002937073170731707,0.0036592682926829267,0.00251
0.0708813,0.0973,13100000.0,89.3,1.4e+17,0.4222,0.5508,0.43424,4.47e-05,5.55e-06,0.00371,0.00633,13.088365853658537,1.8405853658536586,0.0007402439024390244,2.6634146341463413e-12,0.0033,0.0009322195121951219,0.001057560975609756,0.001467560975609756,0.001217560975609756,0.002887560975609756,0.003645853658536585,0.002514146341463415
0.0716352,0.09772,13100000.0,89.0,1.39e+17,0.42554,0.55184,0.4332,4.52e-05,5.53e-06,0.00371,0.00633,13.071975609756098,1.8395609756097562,0.0007437560975609756,2.6224390243902436e-12,0.003304390243902439,0.0009060243902439023,0.001031219512195122,0.0014368292682926827,0.0011868292682926827,0.0028524390243902437,0.003635609756097561,0.002524390243902439
0.072566,0.09823,13100000.0,88.6,1.38e+17,0.42962,0.55311,0.43194,4.57e-05,5.51e-06,0.00371,0.00633,13.052073170731708,1.8376341463414634,0.0007487317073170732,2.5726829268292687e-12,0.00331,0.0008749268292682929,0.0010056585365853662,0.0013995121951219515,0.0011495121951219515,0.0028095121951219513,0.00363,0.002536829268292683
0.0739198,0.09897,13000000.0,88.1,1.38e+17,0.43552,0.55493,0.43012,4.66e-05,5.49e-06,0.00371,0.00633,13.02419512195122,1.8355121951219513,0.0007549512195121951,2.5053658536585365e-12,0.00331,0.0008307804878048779,0.0009667560975609755,0.0013453658536585365,0.0010953658536585365,0.0027504878048780486,0.0036151219512195122,0.002554878048780488
0.0747855,0.09944,13000000.0,87.8,1.37e+17,0.43925,0.55608,0.42896,4.71e-05,5.47e-06,0.00371,0.00633,13.005853658536585,1.8343658536585365,0.0007595365853658537,2.4646341463414635e-12,0.00331,0.000803780487804878,0.0009426829268292683,0.0013109756097560974,0.0010673170731707318,0.0027109756097560976,0.0036036585365853656,0.002566341463414634
0.0756512,0.09991,13000000.0,87.4,1.36e+17,0.44297,0.55722,0.42782,4.76e-05,5.45e-06,0.00371,0.00633,12.987512195121951,1.833219512195122,0.0007633414634146341,2.4187804878048785e-12,0.00331,0.0007778292682926833,0.0009186097560975612,0.001276585365853659,0.001036585365853659,0.0026687804878048785,0.0035921951219512194,0.00257
0.0770443,0.10066,13000000.0,86.9,1.35e+17,0.44889,0.55904,0.42601,4.85e-05,5.43e-06,0.00371,0.00633,12.958243902439024,1.830390243902439,0.0007704390243902439,2.3556097560975616e-12,0.0033,0.0007375853658536588,0.0008818048780487807,0.001221707317073171,0.000992317073170732,0.002611707317073171,0.00357390243902439,0.0025860975609756096
0.0779301,0.10113,12900000.0,86.5,1.35e+17,0.45263,0.56019,0.42486,4.9e-05,5.41e-06,0.0037,0.00632,12.93990243902439,1.8292439024390243,0.0007742682926829268,2.317317073170732e-12,0.0033,0.0007131219512195124,0.0008588780487804881,0.001194878048780488,0.0009628536585365856,0.002569756097560976,0.003562439024390244,0.002597560975609756
0.0791702,0.10178,12900000.0,86.1,1.34e+17,0.45782,0.56177,0.42328,4.98e-05,5.39e-06,0.0037,0.00632,12.914536585365854,1.827658536585366,0.0007800243902439024,2.2597560975609758e-12,0.0033,0.0006811707317073172,0.0008285121951219513,0.0011497560975609756,0.0009248048780487806,0.002519756097560976,0.0035465853658536587,0.00261
0.0800231,0.10223,12900000.0,85.7,1.33e+17,0.46136,0.56285,0.4222,5.04e-05,5.37e-06,0.0037,0.00632,12.896975609756097,1.8261219512195122,0.0007837560975609756,2.2224390243902437e-12,0.0033,0.0006592195121951219,0.0008076585365853657,0.001121219512195122,0.0008989024390243901,0.0024868292682926826,0.003535609756097561,0.002614390243902439
0.0815187,0.10301,12900000.0,85.2,1.32e+17,0.46752,0.56473,0.42033,5.13e-05,5.34e-06,0.0037,0.00632,12.866536585365854,1.823658536585366,0.0007903658536585366,2.1597560975609754e-12,0.0032965853658536584,0.0006228536585365852,0.0007728536585365852,0.001073170731707317,0.0008564878048780486,0.0024197560975609753,0.0035165853658536586,0.00263
0.0829818,0.10377,12800000.0,84.6,1.32e+17,0.47348,0.56653,0.41853,5.23e-05,5.32e-06,0.0037,0.00632,12.836878048780488,1.821609756097561,0.0007975853658536585,2.0941463414634147e-12,0.00329,0.0005894878048780488,0.0007396829268292684,0.00102609756097561,0.0008159024390243904,0.002364146341463415,0.003498048780487805,0.002641951219512195
0.0838631,0.10422,12800000.0,84.3,1.31e+17,0.47704,0.56761,0.41745,5.28e-05,5.3e-06,0.0037,0.00632,12.819317073170732,1.8197073170731708,0.000801170731707317,2.0612195121951222e-12,0.00329,0.0005700243902439028,0.0007210243902439027,0.001002975609756098,0.0007928536585365858,0.0023312195121951225,0.003484146341463415,0.0026529268292682924
0.0848372,0.10472,12800000.0,84.0,1.3e+17,0.48095,0.56879,0.41627,5.35e-05,5.28e-06,0.0037,0.00632,12.79980487804878,1.8184878048780488,0.0008055365853658536,2.024634146341464e-12,0.003284878048780488,0.0005492926829268296,0.0007008048780487809,0.0009742195121951224,0.0007677560975609761,0.002294634146341464,0.003464878048780488,0.00266
0.0861534,0.10539,12800000.0,83.5,1.3e+17,0.48618,0.57036,0.4147,5.43e-05,5.26e-06,0.0037,0.00632,12.773658536585366,1.8168536585365853,0.0008114390243902439,1.975609756097561e-12,0.00328,0.0005226585365853657,0.0006736585365853657,0.0009376341463414633,0.0007360731707317072,0.0022456097560975604,0.0034485365853658533,0.00267
0.0871028,0.10587,12800000.0,83.2,1.29e+17,0.48993,0.57149,0.41357,5.5e-05,5.24e-06,0.0037,0.00632,12.754926829268292,1.8153658536585366,0.0008152682926829269,1.937317073170731e-12,0.0032768292682926825,0.0005042439024390241,0.0006552439024390241,0.0009113414634146338,0.0007129756097560972,0.0022104878048780485,0.0034368292682926825,0.0026731707317073175
0.0880523,0.10635,12700000.0,82.8,1.28e+17,0.49365,0.5726,0.41246,5.56e-05,5.23e-06,0.0037,0.00632,12.73619512195122,1.8135121951219513,0.0008194634146341463,1.9002439024390242e-12,0.00327,0.00048668292682926817,0.0006371951219512194,0.0008862682926829268,0.0006912195121951219,0.0021753658536585365,0.003420243902439024,0.002684878048780488
0.0895979,0.10712,12700000.0,82.3,1.27e+17,0.49965,0.5744,0.41066,5.67e-05,5.2e-06,0.0037,0.00632,12.706146341463414,1.8116341463414634,0.0008260975609756099,1.849024390243902e-12,0.00326,0.00045887804878048754,0.0006085121951219509,0.0008466829268292679,0.0006574146341463411,0.0021190243902439016,0.0033963414634146337,0.0026936585365853662
0.0903752,0.1075,12700000.0,82.0,1.27e+17,0.50264,0.57529,0.40977,5.72e-05,5.19e-06,0.0037,0.00632,12.691317073170731,1.8104146341463414,0.0008288780487804878,1.821219512195122e-12,0.003257073170731707,0.00044590243902439033,0.0005949024390243904,0.0008281463414634148,0.0006410243902439025,0.002091219512195122,0.0033841463414634146,0.0027
0.0921308,0.10837,12700000.0,81.4,1.26e+17,0.50933,0.57729,0.40778,5.84e-05,5.16e-06,0.0037,0.00632,12.656951219512194,1.8075853658536585,0.0008362439024390243,1.7575609756097567e-12,0.00325,0.00041719512195121977,0.0005651951219512197,0.0007861219512195125,0.0006053658536585368,0.002027560975609757,0.0033558536585365857,0.00271
0.0933104,0.10895,12600000.0,81.0,1.25e+17,0.51378,0.57861,0.40646,5.92e-05,5.14e-06,0.0037,0.00632,12.633731707317073,1.806170731707317,0.0008413170731707317,1.7151219512195122e-12,0.0032417073170731706,0.00039904878048780486,0.000545390243902439,0.0007592439024390244,0.0005827317073170731,0.0019851219512195123,0.0033334146341463416,0.0027182926829268294
0.0948846,0.10971,12600000.0,80.5,1.24e+17,0.51966,0.58036,0.40471,6.03e-05,5.11e-06,0.0037,0.00631,12.604073170731708,1.8033170731707318,0.0008470487804878049,1.6695121951219508e-12,0.0032331707317073168,0.00037580487804878026,0.0005211219512195119,0.0007257073170731705,0.0005537560975609753,0.0019363414634146338,0.003313170731707317,0.002726829268292683
0.0966668,0.11057,12600000.0,79.9,1.23e+17,0.52623,0.5823,0.40277,6.16e-05,5.08e-06,0.0037,0.00631,12.570512195121951,1.801219512195122,0.0008543414634146341,1.6143902439024388e-12,0.00322,0.0003516341463414633,0.0004946341463414632,0.0006887317073170729,0.0005222926829268291,0.001876585365853658,0.0032821951219512194,0.0027378048780487803
0.0983666,0.11139,12500000.0,79.3,1.22e+17,0.53242,0.58413,0.40094,6.29e-05,5.05e-06,0.0037,0.00631,12.538512195121951,1.7982195121951219,0.0008611219512195123,1.5643902439024388e-12,0.00321,0.0003294146341463413,0.00047063414634146325,0.0006547317073170729,0.0004940731707317071,0.0018243902439024388,0.0032521951219512193,0.00274
0.0993901,0.11187,12500000.0,79.0,1.22e+17,0.53611,0.58522,0.39985,6.36e-05,5.03e-06,0.0037,0.00631,12.519780487804878,1.7970487804878048,0.0008648536585365854,1.5314634146341468e-12,0.003200487804878049,0.00031748780487804895,0.00045658536585365875,0.0006357804878048783,0.0004786341463414636,0.0017914634146341468,0.0032309756097560977,0.002749512195121951
0.1004871,0.11239,12500000.0,78.7,1.21e+17,0.54004,0.58638,0.3987,6.44e-05,5.01e-06,0.0037,0.00631,12.4984,1.794775,0.0008689,1.5032499999999995e-12,0.00319,0.0003047499999999998,0.0004415249999999998,0.0006153999999999997,0.00046107499999999976,0.0017554999999999997,0.0032155,0.00275225
0.102127,0.11316,12500000.0,78.2,1.2e+17,0.54584,0.58808,0.397,6.56e-05,4.99e-06,0.0037,0.00631,12.468048780487806,1.7928780487804878,0.0008753658536585366,1.4563414634146344e-12,0.003178780487804878,0.00028590243902439034,0.0004207804878048782,0.0005861707317073172,0.0004375365853658538,0.0017075609756097563,0.0031875609756097565,0.00276
0.103453,0.11379,12400000.0,77.7,1.19e+17,0.55049,0.58945,0.39563,6.66e-05,4.97e-06,0.00369,0.00631,12.443463414634147,1.7906829268292683,0.0008799756097560976,1.416829268292683e-12,0.00317,0.00027207317073170726,0.00040475609756097556,0.000563780487804878,0.0004190975609756097,0.0016702439024390244,0.0031634146341463416,0.0027665853658536584
0.104337,0.1142,12400000.0,77.5,1.19e+17,0.55356,0.59035,0.39473,6.73e-05,4.95e-06,0.00369,0.00631,12.427463414634147,1.789341463414634,0.0008836341463414634,1.396829268292683e-12,0.0031634146341463416,0.00026307317073170737,0.00039441463414634155,0.0005491219512195123,0.00040709756097560986,0.001646829268292683,0.003146829268292683,0.00277
0.1054478,0.11471,12400000.0,77.1,1.18e+17,0.55739,0.59147,0.39361,6.82e-05,4.93e-06,0.00369,0.00631,12.407560975609757,1.7880975609756098,0.0008877073170731707,1.371951219512195e-12,0.0031509756097560975,0.000252780487804878,0.0003819756097560975,0.0005322682926829267,0.0003930731707317072,0.0016129268292682927,0.0031309756097560974,0.00277
0.106791,0.11533,12400000.0,76.7,1.18e+17,0.56199,0.59281,0.39227,6.92e-05,4.91e-06,0.00369,0.00631,12.382365853658536,1.786170731707317,0.0008922439024390244,1.3317073170731707e-12,0.00314,0.0002406829268292683,0.0003668536585365854,0.000511609756097561,0.0003758536585365854,0.0015775609756097562,0.003105853658536585,0.0027741463414634147
0.1076865,0.11574,12400000.0,76.4,1.17e+17,0.56502,0.59369,0.39139,6.99e-05,4.9e-06,0.00369,0.00631,12.366365853658536,1.7845853658536586,0.0008952439024390243,1.3117073170731711e-12,0.0031358536585365856,0.00023268292682926845,0.000357268292682927,0.0004986097560975612,0.0003654390243902441,0.0015517073170731711,0.003091707317073171,0.00278
0.1094991,0.11657,12300000.0,75.9,1.16e+17,0.57111,0.59547,0.38962,7.13e-05,4.87e-06,0.00369,0.0063,12.333975609756097,1.7821219512195121,0.0009023170731707317,1.2712195121951222e-12,0.003115609756097561,0.00021692682926829275,0.00033904878048780497,0.0004722926829268294,0.0003446097560975611,0.0015068292682926833,0.0030556097560975612,0.00278
0.1111041,0.1173,12300000.0,75.4,1.15e+17,0.57643,0.59702,0.38807,7.26e-05,4.84e-06,0.00369,0.0063,12.305268292682927,1.779780487804878,0.000907658536585366,1.2356097560975608e-12,0.0030978048780487804,0.00020446341463414624,0.0003230243902439023,0.0004503658536585364,0.00032702439024390233,0.0014656097560975607,0.0030278048780487806,0.00279
0.1122505,0.11782,12300000.0,75.1,1.15e+17,0.5802,0.59811,0.38698,7.36e-05,4.82e-06,0.00369,0.0063,12.28419512195122,1.7780243902439024,0.0009114634146341463,1.2102439024390246e-12,0.003085121951219512,0.0001960731707317074,0.0003120975609756098,0.00043563414634146353,0.00031512195121951236,0.001435365853658537,0.0030102439024390247,0.00279
0.1140115,0.11861,12300000.0,74.6,1.14e+17,0.58592,0.59977,0.38532,7.5e-05,4.8e-06,0.00369,0.0063,12.253365853658536,1.7755853658536584,0.0009172439024390243,1.1717073170731711e-12,0.0030758536585365854,0.00018351219512195133,0.00029668292682926843,0.00041402439024390265,0.000297268292682927,0.0013917073170731712,0.0029758536585365856,0.00279
0.1160074,0.1195,12200000.0,74.0,1.13e+17,0.59231,0.60162,0.38347,7.67e-05,4.77e-06,0.00369,0.0063,12.218634146341463,1.772829268292683,0.0009237560975609755,1.1282926829268296e-12,0.0030541463414634146,0.00017048780487804888,0.00027990243902439036,0.00039056097560975626,0.0002793170731707318,0.0013482926829268297,0.0029382926829268296,0.00279
0.1180513,0.1204,12200000.0,73.4,1.12e+17,0.59877,0.60349,0.38161,7.84e-05,4.73e-06,0.00369,0.0063,12.182512195121951,1.7702195121951219,0.000930341463414634,1.0843902439024395e-12,0.00303219512195122,0.00015809756097560985,0.0002635365853658538,0.0003681951219512197,0.00026153658536585376,0.001296585365853659,0.0029043902439024392,0.0028
0.1198548,0.1212,12200000.0,72.9,1.11e+17,0.60438,0.60511,0.37999,7.99e-05,4.71e-06,0.00369,0.0063,12.15129268292683,1.7672682926829268,0.0009371951219512196,1.0453658536585365e-12,0.0030126829268292683,0.0001473414634146341,0.00024987804878048777,0.00034868292682926823,0.00024614634146341455,0.0012553658536585365,0.0028726829268292684,0.0028
0.121086,0.12173,12100000.0,72.6,1.1e+17,0.60817,0.6062,0.3789,8.1e-05,4.69e-06,0.00369,0.0063,12.130609756097561,1.7659512195121951,0.0009410487804878049,1.0295121951219507e-12,0.0029997560975609755,0.0001408780487804877,0.00024085365853658523,0.00033678048780487783,0.00023682926829268275,0.0012295121951219508,0.002849512195121951,0.0028
0.1225635,0.12238,12100000.0,72.2,1.09e+17,0.61267,0.60749,0.3776,8.23e-05,4.66e-06,0.00369,0.0063,12.105243902439025,1.763390243902439,0.000944829268292683,9.990243902439023e-13,0.0029839024390243903,0.00013356097560975606,0.0002307317073170731,0.00032251219512195115,0.00022573170731707311,0.0011978048780487804,0.0028239024390243903,0.0028
0.1244251,0.12318,12100000.0,71.7,1.09e+17,0.61828,0.60911,0.37599,8.39e-05,4.64e-06,0.00369,0.00629,12.073024390243903,1.7608780487804878,0.0009506829268292683,9.660243902439026e-13,0.002964390243902439,0.00012475609756097564,0.00021863414634146344,0.0003055121951219513,0.00021307317073170735,0.0011587804878048782,0.002788780487804878,0.0028
0.125938,0.12383,12100000.0,71.3,1.08e+17,0.62278,0.6104,0.3747,8.53e-05,4.62e-06,0.00369,0.00629,12.047658536585367,1.7588536585365853,0.0009554390243902438,9.405121951219516e-13,0.0029485365853658537,0.00011826829268292694,0.00020912195121951233,0.0002928292682926831,0.0002029756097560977,0.0011370731707317076,0.0027585365853658537,0.0028
0.1270727,0.12432,12000000.0,71.0,1.07e+17,0.62612,0.61136,0.37374,8.63e-05,4.6e-06,0.00369,0.00629,12.028536585365854,1.7573170731707317,0.0009590243902439025,9.208780487804879e-13,0.0029365853658536584,0.00011263414634146344,0.00020229268292682928,0.00028326829268292687,0.00019529268292682928,0.001113170731707317,0.0027431707317073168,0.0028
0.1286038,0.12497,12000000.0,70.6,1.07e+17,0.63058,0.61264,0.37246,8.77e-05,4.58e-06,0.00369,0.00629,12.003170731707318,1.7550731707317073,0.000963780487804878,8.961707317073172e-13,0.002920731707317073,0.00010721951219512197,0.00019343902439024395,0.00027058536585365856,0.00018643902439024394,0.0010814634146341464,0.002711463414634147,0.0028
0.1306693,0.12585,12000000.0,70.1,1.06e+17,0.63653,0.61434,0.37076,8.96e-05,4.56e-06,0.00369,0.00629,11.968756097560975,1.7519268292682926,0.000970219512195122,8.639024390243902e-13,0.002889268292682927,9.894390243902438e-05,0.0001826341463414634,0.0002544878048780488,0.00017456097560975608,0.0010392682926829268,0.002678536585365854,0.0027992682926829267
0.1327534,0.12673,11900000.0,69.5,1.05e+17,0.64244,0.61603,0.36907,9.16e-05,4.55e-06,0.00368,0.00629,11.933487804878048,1.749560975609756,0.0009756585365853659,8.319268292682924e-13,0.0028678048780487802,9.157560975609749e-05,0.0001721219512195121,0.0002394634146341462,0.00016290243902439015,0.0010062682926829266,0.00263780487804878,0.00279
0.1343395,0.1274,11900000.0,69.1,1.04e+17,0.64688,0.6173,0.3678,9.31e-05,4.54e-06,0.00368,0.00629,11.907341463414634,1.7471463414634147,0.0009805609756097563,8.090487804878041e-13,0.002851463414634146,8.63536585365852e-05,0.00016558536585365832,0.00022887804878048748,0.0001547317073170729,0.0009784878048780478,0.0026129268292682914,0.00279
0.135397,0.12784,11900000.0,68.9,1.03e+17,0.6498,0.61814,0.36697,9.41e-05,4.55e-06,0.00368,0.00629,11.890170731707316,1.7460731707317074,0.0009837804878048782,7.940243902439024e-13,0.0028407317073170734,8.302682926829268e-05,0.0001612926829268293,0.00022151219512195125,0.0001493658536585366,0.0009602439024390244,0.002591463414634146,0.00279
0.1368667,0.12845,11900000.0,68.5,1.03e+17,0.65384,0.61929,0.36582,9.56e-05,4.56e-06,0.00368,0.00629,11.866365853658536,1.7435853658536586,0.000987829268292683,7.736097560975608e-13,0.0028217073170731704,7.869756097560971e-05,0.00015575609756097555,0.00021251219512195114,0.0001429268292682926,0.0009363658536585363,0.0025658536585365854,0.00279
0.1380846,0.12896,11900000.0,68.2,1.02e+17,0.65715,0.62023,0.36487,9.68e-05,4.59e-06,0.00368,0.00629,11.846463414634146,1.7423414634146341,0.0009909756097560977,7.567804878048782e-13,0.0028034146341463415,7.522195121951222e-05,0.0001513658536585366,0.00020504878048780494,0.00013736585365853662,0.0009164634146341465,0.0025468292682926832,0.0027834146341463415
0.1397085,0.12963,11800000.0,67.8,1.01e+17,0.66151,0.62148,0.36363,9.84e-05,4.64e-06,0.00368,0.00628,11.820317073170731,1.7397073170731707,0.0009955853658536586,7.351951219512194e-13,0.002787073170731707,7.083902439024388e-05,0.00014712195121951218,0.00019553658536585361,0.00012982926829268292,0.0008913170731707316,0.0025141463414634145,0.00278
0.140936,0.13013,11800000.0,67.5,1.01e+17,0.66478,0.62241,0.3627,9.97e-05,4.71e-06,0.00368,0.00628,11.800292682926829,1.7384878048780488,0.0009985365853658536,7.198536585365856e-13,0.002774878048780488,6.7719512195122e-05,0.0001439756097560976,0.0001889268292682928,0.00012495121951219522,0.000872317073170732,0.002494878048780488,0.00278
0.1424598,0.13076,11800000.0,67.1,1e+17,0.6688,0.62355,0.36155,0.000101,4.82e-06,0.00368,0.00628,11.775219512195122,1.735951219512195,0.0010004878048780485,7.004146341463417e-13,0.002749512195121951,6.398780487804882e-05,0.00014195121951219515,0.0001807560975609757,0.00011885365853658542,0.0008492682926829271,0.002469024390243903,0.00277
0.1437066,0.13127,11800000.0,66.8,9.96e+16,0.67205,0.62448,0.36063,0.000102,4.96e-06,0.00368,0.00628,11.755317073170731,1.7347073170731708,0.00101,6.854878048780487e-13,0.002737073170731707,6.11560975609756e-05,0.000141,0.00017453658536585362,0.0001148292682926829,0.0008309024390243902,0.0024441463414634143,0.00277
0.1449533,0.13177,11700000.0,66.5,9.91e+16,0.67527,0.6254,0.35971,0.000104,5.13e-06,0.00368,0.00628,11.73580487804878,1.7329756097560975,0.00101,6.708536585365856e-13,0.002724878048780488,5.8473170731707364e-05,0.0001415121951219512,0.00016843902439024402,0.00010995121951219521,0.0008138292682926833,0.0024197560975609757,0.00277
0.1467965,0.13252,11700000.0,66.1,9.83e+16,0.67998,0.62674,0.35837,0.000106,5.47e-06,0.00368,0.00628,11.706536585365853,1.7303170731707318,0.0010134146341463416,6.499024390243901e-13,0.002703170731707317,5.461707317073169e-05,0.00014402439024390246,0.00015929268292682924,0.00010397560975609754,0.0007882195121951218,0.0023931707317073167,0.00276
0.1480726,0.13304,11700000.0,65.8,9.78e+16,0.6832,0.62765,0.35746,0.000107,5.8e-06,0.00368,0.00628,11.686243902439024,1.728390243902439,0.00102,6.352926829268296e-13,0.002683902439024391,5.208048780487811e-05,0.0001478292682926828,0.00015356097560975622,9.980487804878061e-05,0.0007704634146341468,0.002367804878048781,0.00276
0.1496355,0.13367,11700000.0,65.4,9.71e+16,0.68711,0.62876,0.35635,0.000109,6.31e-06,0.00368,0.00628,11.661658536585366,1.7267073170731708,0.00102,6.183902439024389e-13,0.0026670731707317073,4.9136585365853634e-05,0.00015387804878048787,0.0001464146341463414,9.48463414634146e-05,0.0007499512195121949,0.0023385365853658534,0.00275
0.1507962,0.13413,11600000.0,65.2,9.66e+16,0.68998,0.62958,0.35553,0.00011,6.79e-06,0.00367,0.00628,11.64370731707317,1.7247317073170731,0.0010226829268292683,6.060487804878049e-13,0.002647317073170732,4.7143902439024386e-05,0.0001608780487804878,0.0001419268292682927,9.139512195121951e-05,0.0007345121951219512,0.0023246341463414636,0.00275
0.1528274,0.13494,11600000.0,64.7,9.58e+16,0.69494,0.63099,0.35412,0.000112,7.85e-06,0.00367,0.00628,11.61209756097561,1.7225121951219513,0.00103,5.845609756097558e-13,0.002627560975609756,4.3785365853658487e-05,0.0001764390243902442,0.00013402439024390233,8.571707317073163e-05,0.0007090731707317069,0.0022851219512195113,0.00274
