M/Msun,R/Rsun,T,Rho,P,L/Lsun,X,Y(He4),He3,C12,N14,O16
0.0000004,0.00161,1.55E+07,1.51E+02,2.34E+17,0,0.36462,0.62029,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000005,0.00172,1.55E+07,1.51E+02,2.34E+17,0,0.36462,0.62028,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000006,0.00182,1.55E+07,1.51E+02,2.34E+17,0.00001,0.36463,0.62027,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000007,0.00191,1.55E+07,1.51E+02,2.34E+17,0.00001,0.36464,0.62026,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000009,0.002,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36464,0.62025,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.000001,0.00208,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36465,0.62025,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000011,0.00215,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36466,0.62024,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000012,0.00222,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36466,0.62023,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000013,0.00228,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36467,0.62022,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000014,0.00235,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36468,0.62021,8.90E-06,7.79E-06,3.73E-03,6.06E-03
0.0000015,0.00241,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36468,0.6202,8.90E-06,7.80E-06,3.73E-03,6.06E-03
0.0000016,0.00246,1.55E+07,1.50E+02,2.34E+17,0.00001,0.36469,0.6202,8.90E-06,7.80E-06,3.73E-03,6.06E-03
0.0000017,0.00252,1.55E+07,1.50E+02,2.34E+17,0.00001,0.3647,0.62019,8.90E-06,7.80E-06,3.73E-03,6.07E-03
0.0000018,0.00257,1.55E+07,1.50E+02,2.34E+17,0.00002,0.3647,0.62018,8.90E-06,7.80E-06,3.73E-03,6.07E-03
0.0000019,0.00262,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36471,0.62017,8.90E-06,7.80E-06,3.73E-03,6.07E-03
0.000002,0.00267,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36472,0.62017,8.90E-06,7.80E-06,3.73E-03,6.07E-03
0.0000021,0.00271,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36472,0.62016,8.91E-06,7.80E-06,3.73E-03,6.07E-03
0.0000023,0.00276,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36473,0.62015,8.91E-06,7.80E-06,3.73E-03,6.07E-03
0.0000024,0.0028,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36474,0.62015,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000025,0.00285,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36474,0.62014,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000026,0.00289,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36475,0.62013,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000027,0.00293,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36476,0.62012,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000028,0.00297,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36476,0.62012,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000029,0.00301,1.55E+07,1.50E+02,2.34E+17,0.00002,0.36477,0.62011,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.000003,0.00305,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36477,0.62011,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000031,0.00309,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36478,0.6201,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000033,0.00313,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36479,0.62009,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000034,0.00317,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36479,0.62008,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000035,0.0032,1.55E+07,1.50E+02,2.34E+17,0.00003,0.3648,0.62008,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000036,0.00324,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36481,0.62007,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000038,0.00328,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36481,0.62006,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000039,0.00331,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36482,0.62006,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.000004,0.00333,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36482,0.62005,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000041,0.00337,1.55E+07,1.50E+02,2.34E+17,0.00003,0.36483,0.62005,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000042,0.00341,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36484,0.62004,8.91E-06,7.80E-06,3.74E-03,6.07E-03
0.0000044,0.00344,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36484,0.62003,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000045,0.00347,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36485,0.62003,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000046,0.0035,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36485,0.62002,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000047,0.00353,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36486,0.62002,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000048,0.00356,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36487,0.62001,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.000005,0.00359,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36487,0.62,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000051,0.00363,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36488,0.62,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000052,0.00366,1.55E+07,1.50E+02,2.34E+17,0.00004,0.36489,0.61999,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000054,0.00369,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36489,0.61998,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000055,0.00373,1.55E+07,1.50E+02,2.34E+17,0.00005,0.3649,0.61997,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000056,0.00375,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36491,0.61997,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000057,0.00378,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36491,0.61996,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000059,0.0038,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36492,0.61996,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.000006,0.00382,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36492,0.61995,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000061,0.00385,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36493,0.61995,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000062,0.00387,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36493,0.61994,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000063,0.00389,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36494,0.61994,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000064,0.00392,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36494,0.61993,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000065,0.00394,1.55E+07,1.50E+02,2.34E+17,0.00005,0.36495,0.61993,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000067,0.00397,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36495,0.61992,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000068,0.00399,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36496,0.61992,8.92E-06,7.80E-06,3.74E-03,6.07E-03
0.0000069,0.00402,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36496,0.61991,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.000007,0.00404,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36497,0.61991,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000072,0.00407,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36497,0.6199,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000073,0.00409,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36498,0.61989,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000074,0.00412,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36499,0.61989,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000076,0.00414,1.55E+07,1.50E+02,2.34E+17,0.00006,0.36499,0.61988,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000077,0.00417,1.55E+07,1.50E+02,2.34E+17,0.00006,0.365,0.61988,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000079,0.00419,1.55E+07,1.50E+02,2.34E+17,0.00007,0.365,0.61987,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.000008,0.00422,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36501,0.61986,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000082,0.00425,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36502,0.61986,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000083,0.00427,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36502,0.61985,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000085,0.0043,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36503,0.61984,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000086,0.00433,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36504,0.61984,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000088,0.00435,1.55E+07,1.50E+02,2.34E+17,0.00007,0.36504,0.61983,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.000009,0.00438,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36505,0.61982,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000091,0.00441,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36506,0.61982,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000093,0.00443,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36506,0.61981,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000095,0.00446,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36507,0.6198,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000097,0.00449,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36508,0.6198,8.93E-06,7.80E-06,3.74E-03,6.07E-03
0.0000099,0.00452,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36508,0.61979,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.00001,0.00455,1.55E+07,1.50E+02,2.34E+17,0.00008,0.36509,0.61978,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000102,0.00457,1.55E+07,1.50E+02,2.34E+17,0.00009,0.3651,0.61977,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000104,0.0046,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36511,0.61977,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000106,0.00463,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36511,0.61976,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000108,0.00466,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36512,0.61975,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.000011,0.00469,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36513,0.61974,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000111,0.0047,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36513,0.61974,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000112,0.00472,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36514,0.61974,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000113,0.00473,1.55E+07,1.50E+02,2.34E+17,0.00009,0.36514,0.61973,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000114,0.00475,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36515,0.61973,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000115,0.00476,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36515,0.61972,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000116,0.00478,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36515,0.61972,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000117,0.00479,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36516,0.61972,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000119,0.00481,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36516,0.61971,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.000012,0.00482,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36517,0.61971,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000121,0.00484,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36517,0.6197,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000122,0.00485,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36517,0.6197,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000123,0.00487,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36518,0.61969,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000124,0.00488,1.55E+07,1.50E+02,2.34E+17,0.0001,0.36518,0.61969,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000125,0.0049,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36519,0.61969,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000126,0.00491,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36519,0.61968,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000128,0.00493,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36519,0.61968,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000129,0.00494,1.55E+07,1.50E+02,2.34E+17,0.00011,0.3652,0.61967,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.000013,0.00496,1.55E+07,1.50E+02,2.34E+17,0.00011,0.3652,0.61967,8.94E-06,7.80E-06,3.74E-03,6.07E-03
0.0000131,0.00497,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36521,0.61966,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000132,0.00499,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36521,0.61966,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000134,0.005,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36522,0.61966,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000135,0.00502,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36522,0.61965,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000136,0.00503,1.55E+07,1.50E+02,2.34E+17,0.00011,0.36522,0.61965,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000137,0.00505,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36523,0.61964,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000139,0.00507,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36523,0.61964,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.000014,0.00508,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36524,0.61963,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000141,0.0051,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36524,0.61963,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000143,0.00511,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36525,0.61962,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000144,0.00513,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36525,0.61962,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000145,0.00514,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36526,0.61962,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000146,0.00516,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36526,0.61961,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000148,0.00517,1.55E+07,1.50E+02,2.34E+17,0.00012,0.36527,0.61961,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000149,0.00519,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36527,0.6196,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000151,0.00521,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36528,0.6196,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000152,0.00522,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36528,0.61959,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000153,0.00524,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36529,0.61959,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000155,0.00526,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36529,0.61958,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000156,0.00527,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36529,0.61958,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000158,0.00529,1.55E+07,1.50E+02,2.33E+17,0.00013,0.3653,0.61957,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000159,0.0053,1.55E+07,1.50E+02,2.33E+17,0.00013,0.3653,0.61957,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000161,0.00532,1.55E+07,1.50E+02,2.33E+17,0.00013,0.36531,0.61956,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000162,0.00534,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36531,0.61956,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000164,0.00535,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36532,0.61955,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000165,0.00537,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36533,0.61955,8.95E-06,7.80E-06,3.74E-03,6.07E-03
0.0000167,0.00539,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36533,0.61954,8.96E-06,7.80E-06,3.74E-03,6.07E-03
0.0000168,0.0054,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36534,0.61954,8.96E-06,7.80E-06,3.74E-03,6.07E-03
0.000017,0.00542,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36534,0.61953,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000171,0.00544,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36535,0.61953,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000173,0.00545,1.55E+07,1.50E+02,2.33E+17,0.00014,0.36535,0.61952,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000175,0.00547,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36536,0.61952,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000176,0.00549,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36536,0.61951,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000178,0.0055,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36537,0.6195,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000179,0.00552,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36537,0.6195,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000181,0.00554,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36538,0.61949,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000183,0.00555,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36538,0.61949,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000184,0.00557,1.55E+07,1.50E+02,2.33E+17,0.00015,0.36539,0.61948,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000186,0.00559,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36539,0.61948,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000188,0.00561,1.55E+07,1.50E+02,2.33E+17,0.00016,0.3654,0.61947,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.000019,0.00562,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36541,0.61947,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000191,0.00564,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36541,0.61946,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000193,0.00566,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36542,0.61946,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000195,0.00567,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36542,0.61945,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000197,0.00569,1.55E+07,1.50E+02,2.33E+17,0.00016,0.36543,0.61944,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000199,0.00571,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36543,0.61944,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.00002,0.00573,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36544,0.61943,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000202,0.00575,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36545,0.61943,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000204,0.00576,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36545,0.61942,8.96E-06,7.79E-06,3.74E-03,6.07E-03
0.0000206,0.00578,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36546,0.61941,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000208,0.0058,1.55E+07,1.50E+02,2.33E+17,0.00017,0.36546,0.61941,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.000021,0.00582,1.55E+07,1.50E+02,2.33E+17,0.00018,0.36547,0.6194,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000212,0.00583,1.55E+07,1.50E+02,2.33E+17,0.00018,0.36547,0.6194,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000214,0.00585,1.55E+07,1.50E+02,2.33E+17,0.00018,0.36548,0.61939,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000216,0.00587,1.55E+07,1.50E+02,2.33E+17,0.00018,0.36549,0.61938,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000218,0.00589,1.55E+07,1.50E+02,2.33E+17,0.00018,0.36549,0.61938,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.000022,0.00591,1.55E+07,1.50E+02,2.33E+17,0.00018,0.3655,0.61937,8.97E-06,7.79E-06,3.74E-03,6.07E-03
0.0000222,0.00593,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36551,0.61937,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000224,0.00594,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36551,0.61936,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000226,0.00596,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36552,0.61935,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000228,0.00598,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36552,0.61935,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.000023,0.006,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36553,0.61934,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000232,0.00602,1.55E+07,1.50E+02,2.33E+17,0.00019,0.36554,0.61933,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000235,0.00604,1.55E+07,1.50E+02,2.33E+17,0.0002,0.36554,0.61933,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000237,0.00605,1.55E+07,1.50E+02,2.33E+17,0.0002,0.36555,0.61932,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000239,0.00607,1.55E+07,1.50E+02,2.33E+17,0.0002,0.36556,0.61931,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000241,0.00609,1.55E+07,1.50E+02,2.33E+17,0.0002,0.36556,0.61931,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000243,0.00611,1.55E+07,1.50E+02,2.33E+17,0.0002,0.36557,0.6193,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000245,0.00613,1.55E+07,1.50E+02,2.33E+17,0.00021,0.36558,0.6193,8.97E-06,7.79E-06,3.74E-03,6.08E-03
0.0000248,0.00615,1.55E+07,1.50E+02,2.33E+17,0.00021,0.36558,0.61929,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.000025,0.00617,1.55E+07,1.50E+02,2.33E+17,0.00021,0.36559,0.61928,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000252,0.00619,1.55E+07,1.50E+02,2.33E+17,0.00021,0.3656,0.61927,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000255,0.00621,1.55E+07,1.50E+02,2.33E+17,0.00021,0.3656,0.61927,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000257,0.00622,1.55E+07,1.50E+02,2.33E+17,0.00022,0.36561,0.61926,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.000026,0.00624,1.55E+07,1.50E+02,2.33E+17,0.00022,0.36562,0.61925,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000262,0.00626,1.55E+07,1.50E+02,2.33E+17,0.00022,0.36562,0.61925,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000264,0.00628,1.55E+07,1.50E+02,2.33E+17,0.00022,0.36563,0.61924,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000267,0.0063,1.55E+07,1.50E+02,2.33E+17,0.00022,0.36564,0.61923,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000269,0.00632,1.55E+07,1.50E+02,2.33E+17,0.00023,0.36564,0.61923,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000272,0.00634,1.55E+07,1.50E+02,2.33E+17,0.00023,0.36565,0.61922,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000274,0.00636,1.55E+07,1.50E+02,2.33E+17,0.00023,0.36566,0.61921,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000277,0.00638,1.55E+07,1.50E+02,2.33E+17,0.00023,0.36567,0.6192,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000279,0.0064,1.55E+07,1.50E+02,2.33E+17,0.00023,0.36567,0.6192,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000282,0.00642,1.55E+07,1.50E+02,2.33E+17,0.00024,0.36568,0.61919,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000284,0.00644,1.55E+07,1.50E+02,2.33E+17,0.00024,0.36569,0.61918,8.98E-06,7.79E-06,3.74E-03,6.08E-03
0.0000287,0.00646,1.55E+07,1.50E+02,2.33E+17,0.00024,0.3657,0.61918,8.98E-06,7.79E-06,3.74E-03,6.08E-03
