R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.00041,15.476,2.011,5.99E-08,1.58E-11,3.88E-07,4.74E-06,2.83E-06,3.93E-06,4.34E-06,1.91E-06,6.07E-07,1.66E-07
0.00082,15.476,2.011,1.75E-07,1.58E-11,1.14E-06,1.39E-05,8.28E-06,1.15E-05,1.27E-05,5.59E-06,1.78E-06,4.87E-07
0.00123,15.476,2.011,2.91E-07,1.58E-11,1.89E-06,2.30E-05,1.37E-05,1.90E-05,2.10E-05,9.28E-06,2.95E-06,8.07E-07
0.00164,15.475,2.011,4.49E-07,1.58E-11,2.91E-06,3.55E-05,2.11E-05,2.93E-05,3.24E-05,1.43E-05,4.54E-06,1.25E-06
0.00205,15.475,2.011,6.69E-07,1.58E-11,4.34E-06,5.29E-05,3.15E-05,4.37E-05,4.83E-05,2.13E-05,6.78E-06,1.86E-06
0.00246,15.474,2.011,9.34E-07,1.58E-11,6.05E-06,7.37E-05,4.40E-05,6.10E-05,6.74E-05,2.97E-05,9.45E-06,2.59E-06
0.00287,15.473,2.011,1.24E-06,1.58E-11,8.05E-06,9.79E-05,5.85E-05,8.11E-05,8.96E-05,3.95E-05,1.26E-05,3.45E-06
0.00328,15.473,2.011,1.60E-06,1.58E-11,1.03E-05,1.26E-04,7.50E-05,1.04E-04,1.15E-04,5.07E-05,1.61E-05,4.43E-06
0.00369,15.472,2.011,1.99E-06,1.58E-11,1.29E-05,1.57E-04,9.35E-05,1.30E-04,1.43E-04,6.33E-05,2.02E-05,5.53E-06
0.0041,15.471,2.011,2.43E-06,1.57E-11,1.58E-05,1.91E-04,1.14E-04,1.58E-04,1.75E-04,7.73E-05,2.46E-05,6.76E-06
0.00451,15.469,2.011,2.92E-06,1.57E-11,1.89E-05,2.29E-04,1.37E-04,1.90E-04,2.09E-04,9.26E-05,2.95E-05,8.10E-06
0.00492,15.468,2.011,3.44E-06,1.57E-11,2.23E-05,2.70E-04,1.61E-04,2.24E-04,2.47E-04,1.09E-04,3.48E-05,9.57E-06
0.00533,15.467,2.011,4.01E-06,1.57E-11,2.60E-05,3.14E-04,1.88E-04,2.60E-04,2.87E-04,1.27E-04,4.06E-05,1.12E-05
0.00574,15.465,2.011,4.63E-06,1.57E-11,3.00E-05,3.61E-04,2.16E-04,3.00E-04,3.31E-04,1.47E-04,4.68E-05,1.29E-05
0.00615,15.464,2.011,5.29E-06,1.57E-11,3.43E-05,4.12E-04,2.46E-04,3.41E-04,3.77E-04,1.67E-04,5.35E-05,1.47E-05
0.00656,15.462,2.01,5.99E-06,1.57E-11,3.88E-05,4.65E-04,2.78E-04,3.86E-04,4.26E-04,1.89E-04,6.05E-05,1.67E-05
0.00697,15.46,2.01,6.73E-06,1.57E-11,4.36E-05,5.22E-04,3.12E-04,4.33E-04,4.78E-04,2.13E-04,6.81E-05,1.88E-05
0.00738,15.458,2.01,7.52E-06,1.56E-11,4.87E-05,5.81E-04,3.48E-04,4.82E-04,5.32E-04,2.37E-04,7.60E-05,2.10E-05
0.00779,15.456,2.01,8.35E-06,1.56E-11,5.41E-05,6.44E-04,3.85E-04,5.34E-04,5.90E-04,2.63E-04,8.44E-05,2.33E-05
0.0082,15.454,2.01,9.23E-06,1.56E-11,5.98E-05,7.09E-04,4.24E-04,5.89E-04,6.49E-04,2.90E-04,9.32E-05,2.58E-05
0.00861,15.452,2.01,1.01E-05,1.56E-11,6.57E-05,7.77E-04,4.65E-04,6.45E-04,7.12E-04,3.19E-04,1.02E-04,2.84E-05
0.00902,15.45,2.01,1.11E-05,1.56E-11,7.20E-05,8.48E-04,5.08E-04,7.04E-04,7.77E-04,3.48E-04,1.12E-04,3.11E-05
0.00943,15.447,2.009,1.21E-05,1.56E-11,7.85E-05,9.22E-04,5.52E-04,7.66E-04,8.44E-04,3.79E-04,1.22E-04,3.39E-05
0.00984,15.445,2.009,1.32E-05,1.55E-11,8.52E-05,9.98E-04,5.97E-04,8.29E-04,9.14E-04,4.11E-04,1.33E-04,3.68E-05
0.01025,15.442,2.009,1.42E-05,1.55E-11,9.23E-05,1.08E-03,6.44E-04,8.94E-04,9.86E-04,4.44E-04,1.44E-04,3.99E-05
0.01066,15.439,2.009,1.54E-05,1.55E-11,9.96E-05,1.16E-03,6.93E-04,9.62E-04,1.06E-03,4.79E-04,1.55E-04,4.31E-05
0.01107,15.436,2.009,1.65E-05,1.55E-11,1.07E-04,1.24E-03,7.43E-04,1.03E-03,1.14E-03,5.14E-04,1.67E-04,4.65E-05
0.01148,15.433,2.008,1.77E-05,1.55E-11,1.15E-04,1.33E-03,7.95E-04,1.10E-03,1.22E-03,5.51E-04,1.79E-04,4.99E-05
0.01189,15.43,2.008,1.90E-05,1.54E-11,1.23E-04,1.41E-03,8.48E-04,1.18E-03,1.30E-03,5.88E-04,1.91E-04,5.35E-05
0.0123,15.427,2.008,2.03E-05,1.54E-11,1.32E-04,1.50E-03,9.02E-04,1.25E-03,1.38E-03,6.27E-04,2.04E-04,5.72E-05
0.0127,15.424,2.008,2.16E-05,1.54E-11,1.40E-04,1.60E-03,9.57E-04,1.33E-03,1.46E-03,6.67E-04,2.18E-04,6.10E-05
0.01311,15.42,2.008,2.30E-05,1.53E-11,1.49E-04,1.69E-03,1.01E-03,1.41E-03,1.55E-03,7.08E-04,2.31E-04,6.50E-05
0.01352,15.417,2.007,2.44E-05,1.53E-11,1.58E-04,1.79E-03,1.07E-03,1.49E-03,1.64E-03,7.50E-04,2.45E-04,6.91E-05
0.01393,15.413,2.007,2.59E-05,1.53E-11,1.68E-04,1.88E-03,1.13E-03,1.57E-03,1.73E-03,7.93E-04,2.60E-04,7.33E-05
0.01434,15.409,2.007,2.74E-05,1.53E-11,1.78E-04,1.98E-03,1.19E-03,1.65E-03,1.82E-03,8.37E-04,2.75E-04,7.76E-05
0.01475,15.405,2.007,2.89E-05,1.52E-11,1.87E-04,2.08E-03,1.25E-03,1.74E-03,1.91E-03,8.81E-04,2.90E-04,8.20E-05
0.01516,15.402,2.006,3.05E-05,1.52E-11,1.98E-04,2.18E-03,1.31E-03,1.82E-03,2.00E-03,9.27E-04,3.06E-04,8.66E-05
0.01557,15.397,2.006,3.21E-05,1.52E-11,2.08E-04,2.29E-03,1.38E-03,1.91E-03,2.10E-03,9.74E-04,3.22E-04,9.13E-05
0.01598,15.393,2.006,3.38E-05,1.51E-11,2.19E-04,2.39E-03,1.44E-03,2.00E-03,2.19E-03,1.02E-03,3.38E-04,9.62E-05
0.01639,15.389,2.005,3.55E-05,1.51E-11,2.30E-04,2.50E-03,1.50E-03,2.09E-03,2.29E-03,1.07E-03,3.55E-04,1.01E-04
0.0168,15.385,2.005,3.72E-05,1.51E-11,2.41E-04,2.60E-03,1.57E-03,2.18E-03,2.39E-03,1.12E-03,3.72E-04,1.06E-04
0.01721,15.38,2.005,3.90E-05,1.50E-11,2.53E-04,2.71E-03,1.63E-03,2.27E-03,2.49E-03,1.17E-03,3.89E-04,1.12E-04
0.01762,15.376,2.004,4.08E-05,1.50E-11,2.64E-04,2.82E-03,1.70E-03,2.36E-03,2.59E-03,1.22E-03,4.07E-04,1.17E-04
0.01803,15.371,2.004,4.27E-05,1.50E-11,2.76E-04,2.93E-03,1.77E-03,2.45E-03,2.69E-03,1.27E-03,4.25E-04,1.22E-04
0.01844,15.366,2.004,4.45E-05,1.49E-11,2.89E-04,3.04E-03,1.83E-03,2.54E-03,2.79E-03,1.32E-03,4.44E-04,1.28E-04
0.01885,15.361,2.003,4.65E-05,1.49E-11,3.01E-04,3.15E-03,1.90E-03,2.64E-03,2.89E-03,1.38E-03,4.63E-04,1.34E-04
0.01926,15.356,2.003,4.84E-05,1.48E-11,3.14E-04,3.26E-03,1.97E-03,2.73E-03,2.99E-03,1.43E-03,4.82E-04,1.40E-04
0.01967,15.351,2.003,5.04E-05,1.48E-11,3.27E-04,3.37E-03,2.04E-03,2.83E-03,3.10E-03,1.48E-03,5.02E-04,1.45E-04
0.02008,15.346,2.002,5.25E-05,1.48E-11,3.40E-04,3.48E-03,2.10E-03,2.92E-03,3.20E-03,1.54E-03,5.21E-04,1.52E-04
0.02049,15.341,2.002,5.45E-05,1.47E-11,3.53E-04,3.59E-03,2.17E-03,3.02E-03,3.30E-03,1.59E-03,5.42E-04,1.58E-04
0.0209,15.335,2.002,5.67E-05,1.47E-11,3.67E-04,3.71E-03,2.24E-03,3.11E-03,3.41E-03,1.65E-03,5.62E-04,1.64E-04
0.02131,15.33,2.001,5.88E-05,1.46E-11,3.81E-04,3.82E-03,2.31E-03,3.21E-03,3.51E-03,1.71E-03,5.83E-04,1.71E-04
0.02172,15.324,2.001,6.10E-05,1.46E-11,3.95E-04,3.93E-03,2.38E-03,3.30E-03,3.61E-03,1.76E-03,6.04E-04,1.77E-04
0.02213,15.319,2,6.32E-05,1.45E-11,4.09E-04,4.04E-03,2.45E-03,3.40E-03,3.71E-03,1.82E-03,6.25E-04,1.84E-04
0.02254,15.313,2,6.55E-05,1.45E-11,4.24E-04,4.15E-03,2.52E-03,3.49E-03,3.82E-03,1.88E-03,6.47E-04,1.91E-04
0.02295,15.307,2,6.78E-05,1.45E-11,4.39E-04,4.26E-03,2.59E-03,3.59E-03,3.92E-03,1.93E-03,6.69E-04,1.98E-04
0.02336,15.301,1.999,7.01E-05,1.44E-11,4.54E-04,4.37E-03,2.65E-03,3.68E-03,4.02E-03,1.99E-03,6.91E-04,2.05E-04
0.02377,15.295,1.999,7.24E-05,1.44E-11,4.69E-04,4.48E-03,2.72E-03,3.78E-03,4.12E-03,2.05E-03,7.14E-04,2.12E-04
0.02418,15.289,1.998,7.48E-05,1.43E-11,4.84E-04,4.59E-03,2.79E-03,3.87E-03,4.22E-03,2.11E-03,7.37E-04,2.20E-04
0.02459,15.282,1.998,7.73E-05,1.43E-11,5.00E-04,4.69E-03,2.86E-03,3.96E-03,4.32E-03,2.17E-03,7.60E-04,2.27E-04
0.025,15.276,1.997,7.97E-05,1.42E-11,5.16E-04,4.80E-03,2.92E-03,4.06E-03,4.42E-03,2.23E-03,7.83E-04,2.35E-04
0.02541,15.27,1.997,8.22E-05,1.42E-11,5.32E-04,4.90E-03,2.99E-03,4.15E-03,4.52E-03,2.29E-03,8.07E-04,2.43E-04
0.02582,15.263,1.997,8.47E-05,1.41E-11,5.48E-04,5.01E-03,3.06E-03,4.24E-03,4.62E-03,2.35E-03,8.31E-04,2.51E-04
0.02623,15.256,1.996,8.73E-05,1.41E-11,5.65E-04,5.11E-03,3.12E-03,4.33E-03,4.71E-03,2.41E-03,8.55E-04,2.59E-04
0.02664,15.25,1.996,8.99E-05,1.40E-11,5.81E-04,5.21E-03,3.19E-03,4.42E-03,4.81E-03,2.47E-03,8.79E-04,2.67E-04
0.02705,15.243,1.995,9.25E-05,1.40E-11,5.98E-04,5.31E-03,3.25E-03,4.51E-03,4.90E-03,2.53E-03,9.04E-04,2.75E-04
0.02746,15.236,1.995,9.52E-05,1.39E-11,6.15E-04,5.41E-03,3.31E-03,4.60E-03,4.99E-03,2.59E-03,9.28E-04,2.84E-04
0.02787,15.229,1.994,9.78E-05,1.38E-11,6.32E-04,5.51E-03,3.38E-03,4.68E-03,5.09E-03,2.65E-03,9.54E-04,2.92E-04
0.02828,15.222,1.994,1.01E-04,1.38E-11,6.50E-04,5.60E-03,3.44E-03,4.77E-03,5.18E-03,2.71E-03,9.79E-04,3.01E-04
0.02869,15.214,1.993,1.03E-04,1.37E-11,6.67E-04,5.70E-03,3.50E-03,4.85E-03,5.26E-03,2.77E-03,1.00E-03,3.10E-04
0.0291,15.207,1.993,1.06E-04,1.37E-11,6.85E-04,5.79E-03,3.56E-03,4.94E-03,5.35E-03,2.83E-03,1.03E-03,3.18E-04
0.02951,15.2,1.992,1.09E-04,1.36E-11,7.03E-04,5.88E-03,3.62E-03,5.02E-03,5.44E-03,2.89E-03,1.06E-03,3.27E-04
0.02992,15.192,1.992,1.12E-04,1.36E-11,7.21E-04,5.97E-03,3.67E-03,5.10E-03,5.52E-03,2.95E-03,1.08E-03,3.37E-04
0.03033,15.185,1.991,1.15E-04,1.35E-11,7.39E-04,6.05E-03,3.73E-03,5.18E-03,5.60E-03,3.00E-03,1.11E-03,3.46E-04
0.03074,15.177,1.99,1.18E-04,1.34E-11,7.58E-04,6.14E-03,3.79E-03,5.26E-03,5.68E-03,3.06E-03,1.13E-03,3.55E-04
0.03115,15.169,1.99,1.20E-04,1.34E-11,7.76E-04,6.22E-03,3.84E-03,5.33E-03,5.76E-03,3.12E-03,1.16E-03,3.65E-04
0.03156,15.161,1.989,1.23E-04,1.33E-11,7.95E-04,6.30E-03,3.90E-03,5.41E-03,5.84E-03,3.18E-03,1.19E-03,3.75E-04
0.03197,15.153,1.989,1.26E-04,1.33E-11,8.14E-04,6.38E-03,3.95E-03,5.48E-03,5.91E-03,3.24E-03,1.21E-03,3.84E-04
0.03238,15.145,1.988,1.29E-04,1.32E-11,8.33E-04,6.45E-03,4.00E-03,5.55E-03,5.99E-03,3.30E-03,1.24E-03,3.94E-04
0.03279,15.137,1.988,1.32E-04,1.31E-11,8.52E-04,6.53E-03,4.05E-03,5.62E-03,6.06E-03,3.35E-03,1.27E-03,4.04E-04
0.0332,15.129,1.987,1.35E-04,1.31E-11,8.72E-04,6.60E-03,4.10E-03,5.69E-03,6.13E-03,3.41E-03,1.30E-03,4.14E-04
0.03361,15.12,1.987,1.39E-04,1.30E-11,8.91E-04,6.67E-03,4.15E-03,5.76E-03,6.19E-03,3.47E-03,1.32E-03,4.25E-04
0.03402,15.112,1.986,1.42E-04,1.29E-11,9.11E-04,6.73E-03,4.19E-03,5.82E-03,6.26E-03,3.53E-03,1.35E-03,4.35E-04
0.03443,15.104,1.985,1.45E-04,1.29E-11,9.31E-04,6.80E-03,4.24E-03,5.88E-03,6.32E-03,3.58E-03,1.38E-03,4.46E-04
0.03484,15.095,1.985,1.48E-04,1.28E-11,9.51E-04,6.86E-03,4.28E-03,5.95E-03,6.38E-03,3.64E-03,1.41E-03,4.56E-04
0.03525,15.086,1.984,1.51E-04,1.27E-11,9.71E-04,6.92E-03,4.33E-03,6.00E-03,6.44E-03,3.69E-03,1.43E-03,4.67E-04
0.03566,15.078,1.984,1.54E-04,1.27E-11,9.91E-04,6.97E-03,4.37E-03,6.06E-03,6.50E-03,3.75E-03,1.46E-03,4.78E-04
0.03607,15.069,1.983,1.58E-04,1.26E-11,1.01E-03,7.03E-03,4.41E-03,6.12E-03,6.55E-03,3.80E-03,1.49E-03,4.89E-04
0.03648,15.06,1.982,1.61E-04,1.25E-11,1.03E-03,7.08E-03,4.45E-03,6.17E-03,6.60E-03,3.85E-03,1.52E-03,5.00E-04
0.03689,15.051,1.982,1.64E-04,1.25E-11,1.05E-03,7.12E-03,4.48E-03,6.22E-03,6.65E-03,3.91E-03,1.55E-03,5.11E-04
0.0373,15.042,1.981,1.67E-04,1.24E-11,1.07E-03,7.17E-03,4.52E-03,6.27E-03,6.70E-03,3.96E-03,1.58E-03,5.22E-04
0.0377,15.033,1.98,1.71E-04,1.23E-11,1.09E-03,7.21E-03,4.55E-03,6.32E-03,6.74E-03,4.01E-03,1.60E-03,5.34E-04
0.03811,15.023,1.98,1.74E-04,1.23E-11,1.11E-03,7.25E-03,4.58E-03,6.36E-03,6.79E-03,4.06E-03,1.63E-03,5.45E-04
0.03852,15.014,1.979,1.77E-04,1.22E-11,1.14E-03,7.29E-03,4.62E-03,6.41E-03,6.83E-03,4.11E-03,1.66E-03,5.57E-04
0.03893,15.005,1.978,1.81E-04,1.21E-11,1.16E-03,7.33E-03,4.65E-03,6.45E-03,6.86E-03,4.16E-03,1.69E-03,5.69E-04
0.03934,14.995,1.978,1.84E-04,1.21E-11,1.18E-03,7.36E-03,4.67E-03,6.49E-03,6.90E-03,4.21E-03,1.72E-03,5.81E-04
0.03975,14.985,1.977,1.88E-04,1.20E-11,1.20E-03,7.39E-03,4.70E-03,6.52E-03,6.93E-03,4.25E-03,1.75E-03,5.93E-04
0.04016,14.976,1.976,1.91E-04,1.19E-11,1.22E-03,7.41E-03,4.72E-03,6.56E-03,6.96E-03,4.30E-03,1.77E-03,6.05E-04
0.04057,14.966,1.976,1.95E-04,1.18E-11,1.24E-03,7.44E-03,4.75E-03,6.59E-03,6.99E-03,4.35E-03,1.80E-03,6.17E-04
0.04098,14.956,1.975,1.98E-04,1.18E-11,1.26E-03,7.46E-03,4.77E-03,6.62E-03,7.02E-03,4.39E-03,1.83E-03,6.29E-04
0.04139,14.946,1.974,2.02E-04,1.17E-11,1.28E-03,7.48E-03,4.79E-03,6.65E-03,7.04E-03,4.44E-03,1.86E-03,6.42E-04
0.0418,14.936,1.974,2.05E-04,1.16E-11,1.31E-03,7.49E-03,4.81E-03,6.68E-03,7.06E-03,4.48E-03,1.89E-03,6.54E-04
0.04221,14.926,1.973,2.09E-04,1.15E-11,1.33E-03,7.51E-03,4.83E-03,6.70E-03,7.08E-03,4.52E-03,1.92E-03,6.67E-04
0.04262,14.916,1.972,2.12E-04,1.15E-11,1.35E-03,7.52E-03,4.84E-03,6.72E-03,7.10E-03,4.56E-03,1.94E-03,6.80E-04
0.04303,14.906,1.971,2.16E-04,1.14E-11,1.37E-03,7.52E-03,4.86E-03,6.74E-03,7.11E-03,4.61E-03,1.97E-03,6.93E-04
0.04344,14.896,1.971,2.20E-04,1.13E-11,1.39E-03,7.53E-03,4.87E-03,6.76E-03,7.12E-03,4.64E-03,2.00E-03,7.05E-04
0.04385,14.885,1.97,2.23E-04,1.12E-11,1.41E-03,7.53E-03,4.88E-03,6.78E-03,7.13E-03,4.68E-03,2.03E-03,7.18E-04
0.04426,14.875,1.969,2.27E-04,1.12E-11,1.44E-03,7.53E-03,4.89E-03,6.79E-03,7.14E-03,4.72E-03,2.06E-03,7.32E-04
0.04467,14.864,1.969,2.30E-04,1.11E-11,1.46E-03,7.53E-03,4.90E-03,6.80E-03,7.14E-03,4.76E-03,2.09E-03,7.45E-04
0.04508,14.854,1.968,2.34E-04,1.10E-11,1.48E-03,7.52E-03,4.91E-03,6.81E-03,7.15E-03,4.80E-03,2.11E-03,7.58E-04
0.04549,14.843,1.967,2.38E-04,1.09E-11,1.50E-03,7.52E-03,4.91E-03,6.82E-03,7.15E-03,4.83E-03,2.14E-03,7.72E-04
0.0459,14.833,1.966,2.42E-04,1.09E-11,1.52E-03,7.51E-03,4.92E-03,6.83E-03,7.14E-03,4.86E-03,2.17E-03,7.85E-04
0.04631,14.822,1.966,2.45E-04,1.08E-11,1.55E-03,7.49E-03,4.92E-03,6.83E-03,7.14E-03,4.90E-03,2.20E-03,7.99E-04
0.04672,14.811,1.965,2.49E-04,1.07E-11,1.57E-03,7.48E-03,4.92E-03,6.83E-03,7.13E-03,4.93E-03,2.23E-03,8.12E-04
0.04713,14.8,1.964,2.53E-04,1.06E-11,1.59E-03,7.46E-03,4.92E-03,6.83E-03,7.12E-03,4.96E-03,2.25E-03,8.26E-04
0.04754,14.789,1.963,2.57E-04,1.06E-11,1.61E-03,7.44E-03,4.92E-03,6.83E-03,7.11E-03,4.99E-03,2.28E-03,8.40E-04
0.04795,14.778,1.962,2.60E-04,1.05E-11,1.63E-03,7.42E-03,4.92E-03,6.83E-03,7.10E-03,5.02E-03,2.31E-03,8.54E-04
0.04836,14.767,1.962,2.64E-04,1.04E-11,1.66E-03,7.40E-03,4.91E-03,6.82E-03,7.09E-03,5.05E-03,2.34E-03,8.68E-04
0.04877,14.756,1.961,2.68E-04,1.03E-11,1.68E-03,7.37E-03,4.91E-03,6.81E-03,7.07E-03,5.07E-03,2.36E-03,8.82E-04
0.04918,14.744,1.96,2.72E-04,1.02E-11,1.70E-03,7.34E-03,4.90E-03,6.80E-03,7.05E-03,5.10E-03,2.39E-03,8.96E-04
0.04959,14.733,1.959,2.76E-04,1.02E-11,1.72E-03,7.31E-03,4.89E-03,6.79E-03,7.03E-03,5.13E-03,2.42E-03,9.10E-04
0.05,14.721,1.959,2.79E-04,1.01E-11,1.74E-03,7.28E-03,4.88E-03,6.78E-03,7.01E-03,5.15E-03,2.45E-03,9.24E-04
0.05041,14.71,1.958,2.83E-04,1.00E-11,1.77E-03,7.25E-03,4.87E-03,6.76E-03,6.98E-03,5.17E-03,2.47E-03,9.39E-04
0.05082,14.698,1.957,2.87E-04,9.93E-12,1.79E-03,7.21E-03,4.86E-03,6.75E-03,6.96E-03,5.19E-03,2.50E-03,9.53E-04
0.05123,14.687,1.956,2.91E-04,9.85E-12,1.81E-03,7.17E-03,4.85E-03,6.73E-03,6.93E-03,5.21E-03,2.53E-03,9.68E-04
0.05164,14.675,1.955,2.95E-04,9.77E-12,1.83E-03,7.13E-03,4.83E-03,6.71E-03,6.90E-03,5.23E-03,2.55E-03,9.82E-04
0.05205,14.663,1.954,2.99E-04,9.69E-12,1.85E-03,7.09E-03,4.82E-03,6.69E-03,6.87E-03,5.25E-03,2.58E-03,9.97E-04
0.05246,14.652,1.954,3.03E-04,9.62E-12,1.88E-03,7.05E-03,4.80E-03,6.66E-03,6.84E-03,5.27E-03,2.60E-03,1.01E-03
0.05287,14.64,1.953,3.07E-04,9.54E-12,1.90E-03,7.00E-03,4.78E-03,6.64E-03,6.80E-03,5.29E-03,2.63E-03,1.03E-03
0.05328,14.628,1.952,3.11E-04,9.46E-12,1.92E-03,6.95E-03,4.77E-03,6.61E-03,6.77E-03,5.30E-03,2.65E-03,1.04E-03
0.05369,14.616,1.951,3.15E-04,9.38E-12,1.94E-03,6.90E-03,4.75E-03,6.59E-03,6.73E-03,5.32E-03,2.68E-03,1.06E-03
0.0541,14.604,1.95,3.19E-04,9.30E-12,1.96E-03,6.85E-03,4.72E-03,6.56E-03,6.69E-03,5.33E-03,2.70E-03,1.07E-03
0.05451,14.592,1.949,3.23E-04,9.22E-12,1.98E-03,6.80E-03,4.70E-03,6.53E-03,6.65E-03,5.34E-03,2.73E-03,1.09E-03
0.05492,14.579,1.949,3.26E-04,9.14E-12,2.01E-03,6.75E-03,4.68E-03,6.49E-03,6.61E-03,5.35E-03,2.75E-03,1.10E-03
0.05533,14.567,1.948,3.30E-04,9.06E-12,2.03E-03,6.69E-03,4.66E-03,6.46E-03,6.56E-03,5.36E-03,2.78E-03,1.12E-03
0.05574,14.555,1.947,3.34E-04,8.98E-12,2.05E-03,6.64E-03,4.63E-03,6.43E-03,6.52E-03,5.37E-03,2.80E-03,1.13E-03
0.05615,14.543,1.946,3.38E-04,8.91E-12,2.07E-03,6.58E-03,4.60E-03,6.39E-03,6.47E-03,5.38E-03,2.83E-03,1.15E-03
0.05656,14.53,1.945,3.42E-04,8.83E-12,2.09E-03,6.52E-03,4.58E-03,6.35E-03,6.43E-03,5.39E-03,2.85E-03,1.16E-03
0.05697,14.518,1.944,3.46E-04,8.75E-12,2.11E-03,6.46E-03,4.55E-03,6.31E-03,6.38E-03,5.39E-03,2.87E-03,1.18E-03
0.05738,14.505,1.943,3.50E-04,8.67E-12,2.13E-03,6.40E-03,4.52E-03,6.27E-03,6.33E-03,5.40E-03,2.90E-03,1.19E-03
0.05779,14.493,1.942,3.55E-04,8.59E-12,2.15E-03,6.34E-03,4.49E-03,6.23E-03,6.28E-03,5.40E-03,2.92E-03,1.21E-03
0.0582,14.48,1.941,3.59E-04,8.51E-12,2.17E-03,6.28E-03,4.46E-03,6.19E-03,6.23E-03,5.40E-03,2.94E-03,1.22E-03
0.05861,14.467,1.941,3.63E-04,8.44E-12,2.20E-03,6.21E-03,4.43E-03,6.15E-03,6.17E-03,5.40E-03,2.97E-03,1.24E-03
0.05902,14.455,1.94,3.67E-04,8.36E-12,2.22E-03,6.15E-03,4.40E-03,6.11E-03,6.12E-03,5.40E-03,2.99E-03,1.25E-03
0.05943,14.442,1.939,3.71E-04,8.28E-12,2.24E-03,6.08E-03,4.37E-03,6.06E-03,6.07E-03,5.40E-03,3.01E-03,1.27E-03
0.05984,14.429,1.938,3.75E-04,8.20E-12,2.26E-03,6.02E-03,4.33E-03,6.02E-03,6.01E-03,5.40E-03,3.03E-03,1.28E-03
0.06025,14.416,1.937,3.79E-04,8.13E-12,2.28E-03,5.95E-03,4.30E-03,5.97E-03,5.96E-03,5.40E-03,3.05E-03,1.30E-03
0.06066,14.403,1.936,3.83E-04,8.05E-12,2.30E-03,5.88E-03,4.27E-03,5.92E-03,5.90E-03,5.40E-03,3.07E-03,1.32E-03
0.06107,14.39,1.935,3.87E-04,7.97E-12,2.32E-03,5.81E-03,4.23E-03,5.87E-03,5.84E-03,5.39E-03,3.10E-03,1.33E-03
0.06148,14.377,1.934,3.91E-04,7.89E-12,2.34E-03,5.74E-03,4.20E-03,5.82E-03,5.78E-03,5.39E-03,3.12E-03,1.35E-03
0.06189,14.364,1.933,3.95E-04,7.82E-12,2.36E-03,5.67E-03,4.16E-03,5.77E-03,5.72E-03,5.38E-03,3.14E-03,1.36E-03
0.0623,14.351,1.932,3.99E-04,7.74E-12,2.38E-03,5.60E-03,4.12E-03,5.72E-03,5.66E-03,5.38E-03,3.16E-03,1.38E-03
0.0627,14.337,1.931,4.03E-04,7.66E-12,2.40E-03,5.53E-03,4.09E-03,5.67E-03,5.60E-03,5.37E-03,3.18E-03,1.39E-03
0.06311,14.324,1.93,4.07E-04,7.59E-12,2.41E-03,5.46E-03,4.05E-03,5.62E-03,5.54E-03,5.36E-03,3.20E-03,1.41E-03
0.06352,14.311,1.93,4.11E-04,7.51E-12,2.43E-03,5.39E-03,4.01E-03,5.57E-03,5.48E-03,5.35E-03,3.21E-03,1.42E-03
0.06393,14.297,1.929,4.16E-04,7.44E-12,2.45E-03,5.32E-03,3.97E-03,5.51E-03,5.42E-03,5.34E-03,3.23E-03,1.44E-03
0.06434,14.284,1.928,4.20E-04,7.36E-12,2.47E-03,5.25E-03,3.93E-03,5.46E-03,5.36E-03,5.33E-03,3.25E-03,1.46E-03
0.06475,14.27,1.927,4.24E-04,7.29E-12,2.49E-03,5.18E-03,3.89E-03,5.41E-03,5.30E-03,5.31E-03,3.27E-03,1.47E-03
0.06516,14.257,1.926,4.28E-04,7.21E-12,2.51E-03,5.10E-03,3.86E-03,5.35E-03,5.23E-03,5.30E-03,3.29E-03,1.49E-03
0.06557,14.243,1.925,4.32E-04,7.14E-12,2.53E-03,5.03E-03,3.82E-03,5.30E-03,5.17E-03,5.29E-03,3.31E-03,1.50E-03
0.06598,14.23,1.924,4.36E-04,7.06E-12,2.55E-03,4.96E-03,3.78E-03,5.24E-03,5.11E-03,5.27E-03,3.32E-03,1.52E-03
0.06639,14.216,1.923,4.40E-04,6.99E-12,2.56E-03,4.89E-03,3.74E-03,5.18E-03,5.04E-03,5.26E-03,3.34E-03,1.53E-03
0.0668,14.202,1.922,4.44E-04,6.92E-12,2.58E-03,4.81E-03,3.69E-03,5.13E-03,4.98E-03,5.24E-03,3.36E-03,1.55E-03
0.06721,14.189,1.921,4.48E-04,6.84E-12,2.60E-03,4.74E-03,3.65E-03,5.07E-03,4.91E-03,5.22E-03,3.37E-03,1.56E-03
0.06762,14.175,1.92,4.53E-04,6.77E-12,2.62E-03,4.67E-03,3.61E-03,5.01E-03,4.85E-03,5.21E-03,3.39E-03,1.58E-03
0.06803,14.161,1.919,4.57E-04,6.70E-12,2.63E-03,4.60E-03,3.57E-03,4.96E-03,4.79E-03,5.19E-03,3.41E-03,1.59E-03
0.06844,14.147,1.918,4.61E-04,6.63E-12,2.65E-03,4.52E-03,3.53E-03,4.90E-03,4.72E-03,5.17E-03,3.42E-03,1.61E-03
