R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.27418,7.243,1.146,1.07E-03,8.55E-16,9.43E-05,1.16E-11,7.46E-07,1.14E-10,1.23E-10,3.52E-07,2.56E-05,3.22E-04
0.27459,7.233,1.144,1.06E-03,8.30E-16,9.31E-05,1.10E-11,7.19E-07,1.10E-10,1.18E-10,3.41E-07,2.52E-05,3.17E-04
0.275,7.224,1.142,1.06E-03,8.06E-16,9.19E-05,1.03E-11,6.94E-07,1.06E-10,1.13E-10,3.30E-07,2.48E-05,3.11E-04
0.27541,7.214,1.14,1.06E-03,7.86E-16,9.07E-05,9.80E-12,6.70E-07,1.02E-10,1.08E-10,3.19E-07,2.44E-05,3.06E-04
0.27582,7.205,1.138,1.06E-03,7.66E-16,8.96E-05,9.28E-12,6.46E-07,9.78E-11,1.04E-10,3.09E-07,2.40E-05,3.00E-04
0.27623,7.196,1.136,1.06E-03,7.45E-16,8.85E-05,8.78E-12,6.24E-07,9.40E-11,9.97E-11,2.98E-07,2.36E-05,2.94E-04
0.27664,7.186,1.134,1.06E-03,7.25E-16,8.73E-05,8.30E-12,6.02E-07,9.04E-11,9.55E-11,2.88E-07,2.32E-05,2.89E-04
0.27705,7.177,1.132,1.05E-03,7.05E-16,8.62E-05,7.84E-12,5.80E-07,8.69E-11,9.15E-11,2.79E-07,2.28E-05,2.83E-04
0.27746,7.168,1.13,1.05E-03,6.85E-16,8.51E-05,7.40E-12,5.60E-07,8.35E-11,8.76E-11,2.69E-07,2.24E-05,2.78E-04
0.27787,7.158,1.128,1.05E-03,6.64E-16,8.40E-05,6.97E-12,5.39E-07,8.02E-11,8.39E-11,2.60E-07,2.20E-05,2.73E-04
0.27828,7.149,1.126,1.05E-03,6.44E-16,8.30E-05,6.57E-12,5.20E-07,7.71E-11,8.03E-11,2.51E-07,2.17E-05,2.67E-04
0.27869,7.14,1.124,1.05E-03,6.24E-16,8.19E-05,6.19E-12,5.01E-07,7.40E-11,7.69E-11,2.42E-07,2.13E-05,2.62E-04
0.2791,7.13,1.122,1.05E-03,6.04E-16,8.09E-05,5.83E-12,4.83E-07,7.11E-11,7.36E-11,2.34E-07,2.09E-05,2.57E-04
0.27951,7.121,1.12,1.04E-03,5.87E-16,7.99E-05,5.52E-12,4.67E-07,6.85E-11,7.06E-11,2.26E-07,2.06E-05,2.52E-04
0.27992,7.112,1.119,1.04E-03,5.71E-16,7.88E-05,5.21E-12,4.50E-07,6.59E-11,6.77E-11,2.18E-07,2.02E-05,2.46E-04
0.28033,7.103,1.117,1.04E-03,5.55E-16,7.78E-05,4.92E-12,4.35E-07,6.33E-11,6.49E-11,2.10E-07,1.99E-05,2.41E-04
0.28074,7.094,1.115,1.04E-03,5.39E-16,7.68E-05,4.64E-12,4.19E-07,6.09E-11,6.22E-11,2.02E-07,1.96E-05,2.36E-04
0.28115,7.084,1.113,1.04E-03,5.23E-16,7.59E-05,4.38E-12,4.04E-07,5.85E-11,5.96E-11,1.95E-07,1.93E-05,2.31E-04
0.28156,7.075,1.111,1.04E-03,5.07E-16,7.49E-05,4.12E-12,3.90E-07,5.63E-11,5.71E-11,1.88E-07,1.89E-05,2.26E-04
0.28197,7.066,1.109,1.03E-03,4.91E-16,7.39E-05,3.88E-12,3.76E-07,5.41E-11,5.47E-11,1.81E-07,1.86E-05,2.21E-04
0.28238,7.057,1.107,1.03E-03,4.74E-16,7.30E-05,3.64E-12,3.62E-07,5.19E-11,5.23E-11,1.75E-07,1.83E-05,2.17E-04
0.28279,7.048,1.105,1.03E-03,4.58E-16,7.20E-05,3.42E-12,3.49E-07,4.99E-11,5.01E-11,1.68E-07,1.80E-05,2.12E-04
0.2832,7.039,1.103,1.03E-03,4.42E-16,7.11E-05,3.21E-12,3.37E-07,4.79E-11,4.80E-11,1.62E-07,1.77E-05,2.07E-04
0.28361,7.03,1.101,1.03E-03,4.29E-16,7.02E-05,3.03E-12,3.25E-07,4.61E-11,4.60E-11,1.56E-07,1.74E-05,2.02E-04
0.28402,7.021,1.099,1.02E-03,4.17E-16,6.93E-05,2.86E-12,3.14E-07,4.43E-11,4.41E-11,1.50E-07,1.71E-05,1.98E-04
0.28443,7.012,1.097,1.02E-03,4.04E-16,6.84E-05,2.70E-12,3.03E-07,4.26E-11,4.23E-11,1.44E-07,1.68E-05,1.93E-04
0.28484,7.003,1.095,1.02E-03,3.92E-16,6.75E-05,2.54E-12,2.92E-07,4.10E-11,4.05E-11,1.39E-07,1.65E-05,1.89E-04
0.28525,6.994,1.093,1.02E-03,3.80E-16,6.67E-05,2.39E-12,2.82E-07,3.94E-11,3.88E-11,1.34E-07,1.62E-05,1.84E-04
0.28566,6.985,1.091,1.02E-03,3.67E-16,6.58E-05,2.25E-12,2.72E-07,3.79E-11,3.72E-11,1.29E-07,1.60E-05,1.80E-04
0.28607,6.976,1.089,1.02E-03,3.55E-16,6.50E-05,2.11E-12,2.62E-07,3.64E-11,3.56E-11,1.24E-07,1.57E-05,1.76E-04
0.28648,6.967,1.087,1.01E-03,3.43E-16,6.41E-05,1.98E-12,2.52E-07,3.50E-11,3.41E-11,1.19E-07,1.54E-05,1.72E-04
0.28689,6.958,1.085,1.01E-03,3.31E-16,6.33E-05,1.86E-12,2.43E-07,3.36E-11,3.27E-11,1.14E-07,1.52E-05,1.67E-04
0.2873,6.949,1.083,1.01E-03,3.18E-16,6.25E-05,1.74E-12,2.34E-07,3.23E-11,3.13E-11,1.10E-07,1.49E-05,1.63E-04
0.2877,6.94,1.081,1.01E-03,3.06E-16,6.17E-05,1.63E-12,2.26E-07,3.10E-11,2.99E-11,1.05E-07,1.47E-05,1.60E-04
0.28811,6.931,1.079,1.01E-03,2.97E-16,6.09E-05,1.54E-12,2.18E-07,2.98E-11,2.87E-11,1.01E-07,1.44E-05,1.56E-04
0.28852,6.922,1.077,1.01E-03,2.89E-16,6.01E-05,1.45E-12,2.11E-07,2.87E-11,2.75E-11,9.75E-08,1.42E-05,1.52E-04
0.28893,6.913,1.075,1.00E-03,2.80E-16,5.93E-05,1.36E-12,2.03E-07,2.76E-11,2.64E-11,9.37E-08,1.39E-05,1.48E-04
0.28934,6.905,1.073,1.00E-03,2.71E-16,5.86E-05,1.28E-12,1.96E-07,2.65E-11,2.53E-11,9.00E-08,1.37E-05,1.44E-04
0.28975,6.896,1.071,1.00E-03,2.62E-16,5.78E-05,1.20E-12,1.89E-07,2.55E-11,2.42E-11,8.64E-08,1.35E-05,1.41E-04
0.29016,6.887,1.069,9.98E-04,2.53E-16,5.71E-05,1.13E-12,1.82E-07,2.45E-11,2.32E-11,8.30E-08,1.32E-05,1.37E-04
0.29057,6.878,1.067,9.96E-04,2.44E-16,5.63E-05,1.06E-12,1.76E-07,2.36E-11,2.22E-11,7.96E-08,1.30E-05,1.34E-04
0.29098,6.87,1.065,9.95E-04,2.35E-16,5.56E-05,9.92E-13,1.69E-07,2.26E-11,2.13E-11,7.64E-08,1.28E-05,1.30E-04
0.29139,6.861,1.063,9.93E-04,2.26E-16,5.49E-05,9.28E-13,1.63E-07,2.17E-11,2.04E-11,7.33E-08,1.26E-05,1.27E-04
0.2918,6.852,1.061,9.91E-04,2.17E-16,5.42E-05,8.68E-13,1.57E-07,2.09E-11,1.95E-11,7.03E-08,1.24E-05,1.24E-04
0.29221,6.843,1.059,9.89E-04,2.09E-16,5.35E-05,8.11E-13,1.52E-07,2.00E-11,1.87E-11,6.74E-08,1.22E-05,1.20E-04
0.29262,6.835,1.057,9.88E-04,2.02E-16,5.28E-05,7.65E-13,1.46E-07,1.93E-11,1.79E-11,6.47E-08,1.19E-05,1.17E-04
0.29303,6.826,1.055,9.86E-04,1.96E-16,5.21E-05,7.20E-13,1.41E-07,1.86E-11,1.72E-11,6.22E-08,1.17E-05,1.14E-04
0.29344,6.817,1.053,9.84E-04,1.90E-16,5.14E-05,6.77E-13,1.36E-07,1.79E-11,1.65E-11,5.97E-08,1.15E-05,1.11E-04
0.29385,6.809,1.051,9.82E-04,1.84E-16,5.07E-05,6.36E-13,1.32E-07,1.72E-11,1.58E-11,5.72E-08,1.14E-05,1.08E-04
0.29426,6.8,1.049,9.80E-04,1.78E-16,5.01E-05,5.97E-13,1.27E-07,1.65E-11,1.51E-11,5.49E-08,1.12E-05,1.05E-04
0.29467,6.791,1.047,9.79E-04,1.71E-16,4.94E-05,5.59E-13,1.22E-07,1.59E-11,1.45E-11,5.26E-08,1.10E-05,1.03E-04
0.29508,6.783,1.045,9.77E-04,1.65E-16,4.88E-05,5.24E-13,1.18E-07,1.52E-11,1.39E-11,5.05E-08,1.08E-05,9.99E-05
0.29549,6.774,1.043,9.75E-04,1.59E-16,4.81E-05,4.90E-13,1.14E-07,1.46E-11,1.33E-11,4.83E-08,1.06E-05,9.72E-05
0.2959,6.766,1.041,9.73E-04,1.53E-16,4.75E-05,4.58E-13,1.10E-07,1.41E-11,1.27E-11,4.63E-08,1.04E-05,9.46E-05
0.29631,6.757,1.039,9.71E-04,1.47E-16,4.69E-05,4.27E-13,1.06E-07,1.35E-11,1.22E-11,4.44E-08,1.02E-05,9.20E-05
0.29672,6.749,1.037,9.70E-04,1.40E-16,4.63E-05,3.99E-13,1.02E-07,1.30E-11,1.16E-11,4.25E-08,1.01E-05,8.96E-05
0.29713,6.74,1.035,9.68E-04,1.36E-16,4.57E-05,3.75E-13,9.82E-08,1.25E-11,1.12E-11,4.07E-08,9.89E-06,8.71E-05
0.29754,6.732,1.033,9.66E-04,1.31E-16,4.51E-05,3.53E-13,9.48E-08,1.20E-11,1.07E-11,3.91E-08,9.72E-06,8.48E-05
0.29795,6.723,1.031,9.64E-04,1.27E-16,4.45E-05,3.32E-13,9.15E-08,1.15E-11,1.03E-11,3.75E-08,9.55E-06,8.25E-05
0.29836,6.715,1.029,9.62E-04,1.23E-16,4.39E-05,3.11E-13,8.83E-08,1.11E-11,9.84E-12,3.59E-08,9.39E-06,8.02E-05
0.29877,6.706,1.027,9.61E-04,1.19E-16,4.34E-05,2.92E-13,8.51E-08,1.07E-11,9.43E-12,3.45E-08,9.23E-06,7.81E-05
0.29918,6.698,1.025,9.59E-04,1.15E-16,4.28E-05,2.74E-13,8.21E-08,1.03E-11,9.03E-12,3.30E-08,9.07E-06,7.59E-05
0.29959,6.689,1.023,9.57E-04,1.11E-16,4.22E-05,2.56E-13,7.92E-08,9.85E-12,8.65E-12,3.16E-08,8.91E-06,7.38E-05
0.3,6.681,1.021,9.55E-04,1.07E-16,4.17E-05,2.40E-13,7.63E-08,9.47E-12,8.28E-12,3.03E-08,8.76E-06,7.18E-05
0.30041,6.672,1.019,9.53E-04,1.02E-16,4.11E-05,2.24E-13,7.36E-08,9.09E-12,7.93E-12,2.90E-08,8.61E-06,6.98E-05
0.30082,6.664,1.017,9.52E-04,9.81E-17,4.06E-05,2.09E-13,7.09E-08,8.73E-12,7.59E-12,2.77E-08,8.46E-06,6.78E-05
0.30123,6.656,1.015,9.50E-04,9.40E-17,4.01E-05,1.95E-13,6.83E-08,8.38E-12,7.26E-12,2.65E-08,8.32E-06,6.59E-05
0.30164,6.647,1.013,9.48E-04,8.98E-17,3.95E-05,1.81E-13,6.58E-08,8.05E-12,6.94E-12,2.54E-08,8.17E-06,6.41E-05
0.30205,6.639,1.011,9.46E-04,8.71E-17,3.90E-05,1.71E-13,6.35E-08,7.75E-12,6.66E-12,2.43E-08,8.03E-06,6.23E-05
0.30246,6.631,1.009,9.44E-04,8.43E-17,3.85E-05,1.61E-13,6.13E-08,7.45E-12,6.39E-12,2.33E-08,7.90E-06,6.06E-05
0.30287,6.622,1.007,9.43E-04,8.16E-17,3.80E-05,1.51E-13,5.92E-08,7.17E-12,6.13E-12,2.24E-08,7.76E-06,5.89E-05
0.30328,6.614,1.005,9.41E-04,7.89E-17,3.75E-05,1.42E-13,5.71E-08,6.90E-12,5.88E-12,2.14E-08,7.63E-06,5.73E-05
0.30369,6.606,1.003,9.39E-04,7.62E-17,3.70E-05,1.33E-13,5.51E-08,6.63E-12,5.63E-12,2.05E-08,7.50E-06,5.57E-05
0.3041,6.598,1.001,9.37E-04,7.35E-17,3.65E-05,1.24E-13,5.31E-08,6.37E-12,5.40E-12,1.96E-08,7.37E-06,5.41E-05
0.30451,6.589,0.999,9.35E-04,7.08E-17,3.60E-05,1.16E-13,5.12E-08,6.12E-12,5.17E-12,1.88E-08,7.24E-06,5.26E-05
0.30492,6.581,0.997,9.33E-04,6.81E-17,3.56E-05,1.09E-13,4.94E-08,5.88E-12,4.95E-12,1.80E-08,7.12E-06,5.11E-05
0.30533,6.573,0.995,9.32E-04,6.54E-17,3.51E-05,1.01E-13,4.76E-08,5.65E-12,4.74E-12,1.72E-08,6.99E-06,4.96E-05
0.30574,6.565,0.993,9.30E-04,6.27E-17,3.46E-05,9.45E-14,4.59E-08,5.43E-12,4.53E-12,1.65E-08,6.87E-06,4.82E-05
0.30615,6.557,0.991,9.28E-04,6.00E-17,3.42E-05,8.80E-14,4.42E-08,5.21E-12,4.34E-12,1.57E-08,6.75E-06,4.68E-05
0.30656,6.548,0.989,9.26E-04,5.73E-17,3.37E-05,8.19E-14,4.26E-08,5.00E-12,4.15E-12,1.50E-08,6.64E-06,4.55E-05
0.30697,6.54,0.987,9.24E-04,5.54E-17,3.33E-05,7.70E-14,4.11E-08,4.81E-12,3.98E-12,1.44E-08,6.52E-06,4.42E-05
0.30738,6.532,0.985,9.23E-04,5.36E-17,3.29E-05,7.24E-14,3.97E-08,4.63E-12,3.82E-12,1.38E-08,6.41E-06,4.30E-05
0.30779,6.524,0.983,9.21E-04,5.19E-17,3.24E-05,6.80E-14,3.83E-08,4.45E-12,3.66E-12,1.32E-08,6.30E-06,4.17E-05
0.3082,6.516,0.981,9.19E-04,5.01E-17,3.20E-05,6.38E-14,3.69E-08,4.28E-12,3.51E-12,1.27E-08,6.19E-06,4.06E-05
0.30861,6.508,0.979,9.17E-04,4.84E-17,3.16E-05,5.98E-14,3.56E-08,4.12E-12,3.36E-12,1.21E-08,6.09E-06,3.94E-05
0.30902,6.5,0.977,9.15E-04,4.67E-17,3.12E-05,5.59E-14,3.43E-08,3.96E-12,3.22E-12,1.16E-08,5.98E-06,3.83E-05
0.30943,6.492,0.975,9.13E-04,4.49E-17,3.07E-05,5.23E-14,3.31E-08,3.80E-12,3.08E-12,1.11E-08,5.88E-06,3.72E-05
0.30984,6.484,0.973,9.12E-04,4.32E-17,3.03E-05,4.88E-14,3.19E-08,3.65E-12,2.95E-12,1.06E-08,5.78E-06,3.61E-05
0.31025,6.476,0.971,9.10E-04,4.14E-17,2.99E-05,4.56E-14,3.08E-08,3.51E-12,2.83E-12,1.02E-08,5.68E-06,3.51E-05
0.31066,6.468,0.969,9.08E-04,3.97E-17,2.95E-05,4.25E-14,2.96E-08,3.37E-12,2.71E-12,9.71E-09,5.58E-06,3.41E-05
0.31107,6.46,0.967,9.06E-04,3.79E-17,2.92E-05,3.95E-14,2.86E-08,3.24E-12,2.59E-12,9.28E-09,5.48E-06,3.31E-05
0.31148,6.452,0.965,9.04E-04,3.63E-17,2.88E-05,3.69E-14,2.75E-08,3.11E-12,2.48E-12,8.87E-09,5.39E-06,3.21E-05
0.31189,6.444,0.963,9.02E-04,3.52E-17,2.84E-05,3.47E-14,2.66E-08,2.99E-12,2.38E-12,8.50E-09,5.29E-06,3.12E-05
0.3123,6.436,0.961,9.01E-04,3.40E-17,2.80E-05,3.26E-14,2.56E-08,2.88E-12,2.28E-12,8.14E-09,5.20E-06,3.03E-05
0.3127,6.428,0.959,8.99E-04,3.29E-17,2.76E-05,3.05E-14,2.47E-08,2.77E-12,2.19E-12,7.80E-09,5.11E-06,2.95E-05
0.31311,6.42,0.957,8.97E-04,3.17E-17,2.73E-05,2.86E-14,2.39E-08,2.66E-12,2.09E-12,7.46E-09,5.02E-06,2.86E-05
0.31352,6.412,0.955,8.95E-04,3.06E-17,2.69E-05,2.68E-14,2.30E-08,2.56E-12,2.01E-12,7.14E-09,4.94E-06,2.78E-05
0.31393,6.404,0.953,8.93E-04,2.95E-17,2.66E-05,2.50E-14,2.22E-08,2.46E-12,1.92E-12,6.83E-09,4.85E-06,2.70E-05
0.31434,6.396,0.951,8.92E-04,2.83E-17,2.62E-05,2.34E-14,2.14E-08,2.36E-12,1.84E-12,6.53E-09,4.77E-06,2.62E-05
0.31475,6.388,0.949,8.90E-04,2.72E-17,2.59E-05,2.18E-14,2.06E-08,2.27E-12,1.76E-12,6.25E-09,4.68E-06,2.54E-05
0.31516,6.38,0.947,8.88E-04,2.60E-17,2.55E-05,2.03E-14,1.99E-08,2.18E-12,1.69E-12,5.97E-09,4.60E-06,2.47E-05
0.31557,6.373,0.945,8.86E-04,2.49E-17,2.52E-05,1.90E-14,1.92E-08,2.09E-12,1.61E-12,5.71E-09,4.52E-06,2.40E-05
0.31598,6.365,0.943,8.84E-04,2.39E-17,2.48E-05,1.77E-14,1.85E-08,2.01E-12,1.55E-12,5.46E-09,4.44E-06,2.33E-05
0.31639,6.357,0.941,8.82E-04,2.32E-17,2.45E-05,1.66E-14,1.78E-08,1.93E-12,1.48E-12,5.23E-09,4.37E-06,2.26E-05
0.3168,6.349,0.939,8.81E-04,2.24E-17,2.42E-05,1.56E-14,1.72E-08,1.86E-12,1.42E-12,5.01E-09,4.29E-06,2.20E-05
0.31721,6.341,0.937,8.79E-04,2.16E-17,2.39E-05,1.46E-14,1.66E-08,1.79E-12,1.36E-12,4.79E-09,4.22E-06,2.13E-05
0.31762,6.334,0.935,8.77E-04,2.08E-17,2.36E-05,1.37E-14,1.60E-08,1.72E-12,1.30E-12,4.59E-09,4.14E-06,2.07E-05
0.31803,6.326,0.933,8.75E-04,2.00E-17,2.32E-05,1.28E-14,1.54E-08,1.65E-12,1.25E-12,4.39E-09,4.07E-06,2.01E-05
0.31844,6.318,0.931,8.73E-04,1.93E-17,2.29E-05,1.20E-14,1.49E-08,1.59E-12,1.20E-12,4.19E-09,4.00E-06,1.95E-05
0.31885,6.31,0.929,8.71E-04,1.85E-17,2.26E-05,1.12E-14,1.43E-08,1.52E-12,1.15E-12,4.01E-09,3.93E-06,1.90E-05
0.31926,6.303,0.927,8.70E-04,1.77E-17,2.23E-05,1.04E-14,1.38E-08,1.46E-12,1.10E-12,3.83E-09,3.86E-06,1.84E-05
0.31967,6.295,0.925,8.68E-04,1.69E-17,2.20E-05,9.71E-15,1.33E-08,1.41E-12,1.05E-12,3.67E-09,3.80E-06,1.79E-05
0.32008,6.287,0.923,8.66E-04,1.64E-17,2.17E-05,9.11E-15,1.29E-08,1.35E-12,1.01E-12,3.51E-09,3.73E-06,1.74E-05
0.32049,6.28,0.921,8.64E-04,1.58E-17,2.15E-05,8.54E-15,1.24E-08,1.30E-12,9.65E-13,3.36E-09,3.66E-06,1.69E-05
0.3209,6.272,0.919,8.62E-04,1.53E-17,2.12E-05,7.99E-15,1.20E-08,1.25E-12,9.24E-13,3.22E-09,3.60E-06,1.64E-05
0.32131,6.264,0.917,8.61E-04,1.47E-17,2.09E-05,7.48E-15,1.15E-08,1.20E-12,8.86E-13,3.08E-09,3.54E-06,1.59E-05
0.32172,6.257,0.915,8.59E-04,1.42E-17,2.06E-05,6.99E-15,1.11E-08,1.15E-12,8.48E-13,2.94E-09,3.48E-06,1.54E-05
0.32213,6.249,0.913,8.57E-04,1.36E-17,2.03E-05,6.53E-15,1.07E-08,1.11E-12,8.12E-13,2.81E-09,3.42E-06,1.50E-05
0.32254,6.241,0.911,8.55E-04,1.30E-17,2.01E-05,6.10E-15,1.03E-08,1.07E-12,7.78E-13,2.69E-09,3.36E-06,1.46E-05
0.32295,6.234,0.909,8.53E-04,1.25E-17,1.98E-05,5.70E-15,9.96E-09,1.02E-12,7.45E-13,2.57E-09,3.30E-06,1.41E-05
0.32336,6.226,0.907,8.52E-04,1.21E-17,1.95E-05,5.34E-15,9.61E-09,9.85E-13,7.14E-13,2.46E-09,3.24E-06,1.37E-05
0.32377,6.219,0.905,8.50E-04,1.17E-17,1.93E-05,5.00E-15,9.27E-09,9.47E-13,6.84E-13,2.36E-09,3.18E-06,1.33E-05
0.32418,6.211,0.903,8.48E-04,1.12E-17,1.90E-05,4.68E-15,8.94E-09,9.10E-13,6.56E-13,2.26E-09,3.13E-06,1.29E-05
0.32459,6.204,0.901,8.46E-04,1.08E-17,1.88E-05,4.38E-15,8.62E-09,8.74E-13,6.28E-13,2.16E-09,3.07E-06,1.26E-05
0.325,6.196,0.899,8.44E-04,1.04E-17,1.85E-05,4.09E-15,8.31E-09,8.40E-13,6.02E-13,2.06E-09,3.02E-06,1.22E-05
0.32541,6.189,0.897,8.42E-04,9.97E-18,1.83E-05,3.82E-15,8.01E-09,8.07E-13,5.76E-13,1.97E-09,2.97E-06,1.19E-05
0.32582,6.181,0.895,8.41E-04,9.59E-18,1.80E-05,3.58E-15,7.73E-09,7.76E-13,5.52E-13,1.89E-09,2.92E-06,1.15E-05
0.32623,6.174,0.893,8.39E-04,9.26E-18,1.78E-05,3.35E-15,7.46E-09,7.46E-13,5.29E-13,1.81E-09,2.86E-06,1.12E-05
0.32664,6.166,0.891,8.37E-04,8.94E-18,1.75E-05,3.14E-15,7.19E-09,7.18E-13,5.07E-13,1.73E-09,2.81E-06,1.09E-05
0.32705,6.159,0.889,8.35E-04,8.62E-18,1.73E-05,2.94E-15,6.94E-09,6.90E-13,4.86E-13,1.66E-09,2.77E-06,1.05E-05
0.32746,6.151,0.886,8.33E-04,8.30E-18,1.71E-05,2.75E-15,6.69E-09,6.63E-13,4.66E-13,1.58E-09,2.72E-06,1.02E-05
0.32787,6.144,0.884,8.32E-04,7.98E-18,1.69E-05,2.57E-15,6.45E-09,6.37E-13,4.46E-13,1.52E-09,2.67E-06,9.94E-06
0.32828,6.137,0.882,8.30E-04,7.66E-18,1.66E-05,2.40E-15,6.22E-09,6.12E-13,4.27E-13,1.45E-09,2.62E-06,9.65E-06
0.32869,6.129,0.88,8.28E-04,7.34E-18,1.64E-05,2.24E-15,5.99E-09,5.88E-13,4.09E-13,1.39E-09,2.58E-06,9.36E-06
0.3291,6.122,0.878,8.26E-04,7.11E-18,1.62E-05,2.11E-15,5.78E-09,5.66E-13,3.92E-13,1.33E-09,2.53E-06,9.10E-06
0.32951,6.114,0.876,8.24E-04,6.89E-18,1.60E-05,1.98E-15,5.58E-09,5.44E-13,3.76E-13,1.27E-09,2.49E-06,8.84E-06
0.32992,6.107,0.874,8.23E-04,6.66E-18,1.58E-05,1.86E-15,5.39E-09,5.23E-13,3.61E-13,1.22E-09,2.44E-06,8.58E-06
0.33033,6.1,0.872,8.21E-04,6.44E-18,1.55E-05,1.74E-15,5.20E-09,5.03E-13,3.46E-13,1.17E-09,2.40E-06,8.33E-06
0.33074,6.092,0.87,8.19E-04,6.21E-18,1.53E-05,1.63E-15,5.01E-09,4.84E-13,3.31E-13,1.12E-09,2.36E-06,8.09E-06
0.33115,6.085,0.868,8.17E-04,5.99E-18,1.51E-05,1.53E-15,4.83E-09,4.65E-13,3.17E-13,1.07E-09,2.32E-06,7.86E-06
0.33156,6.078,0.866,8.15E-04,5.76E-18,1.49E-05,1.43E-15,4.66E-09,4.47E-13,3.04E-13,1.02E-09,2.28E-06,7.63E-06
0.33197,6.07,0.864,8.14E-04,5.54E-18,1.47E-05,1.33E-15,4.49E-09,4.29E-13,2.91E-13,9.76E-10,2.24E-06,7.41E-06
0.33238,6.063,0.862,8.12E-04,5.31E-18,1.45E-05,1.24E-15,4.33E-09,4.12E-13,2.79E-13,9.33E-10,2.20E-06,7.19E-06
0.33279,6.056,0.86,8.10E-04,5.08E-18,1.43E-05,1.16E-15,4.17E-09,3.96E-13,2.67E-13,8.92E-10,2.16E-06,6.98E-06
0.3332,6.049,0.858,8.08E-04,4.86E-18,1.41E-05,1.08E-15,4.02E-09,3.81E-13,2.55E-13,8.53E-10,2.12E-06,6.78E-06
0.33361,6.041,0.856,8.06E-04,4.67E-18,1.40E-05,1.01E-15,3.88E-09,3.66E-13,2.45E-13,8.16E-10,2.08E-06,6.58E-06
0.33402,6.034,0.854,8.05E-04,4.51E-18,1.38E-05,9.49E-16,3.74E-09,3.52E-13,2.35E-13,7.82E-10,2.05E-06,6.40E-06
0.33443,6.027,0.852,8.03E-04,4.36E-18,1.36E-05,8.90E-16,3.61E-09,3.38E-13,2.25E-13,7.48E-10,2.01E-06,6.21E-06
0.33484,6.02,0.85,8.01E-04,4.21E-18,1.34E-05,8.34E-16,3.48E-09,3.25E-13,2.16E-13,7.16E-10,1.98E-06,6.03E-06
0.33525,6.013,0.848,7.99E-04,4.05E-18,1.32E-05,7.80E-16,3.36E-09,3.13E-13,2.06E-13,6.85E-10,1.94E-06,5.86E-06
0.33566,6.005,0.846,7.98E-04,3.90E-18,1.30E-05,7.29E-16,3.24E-09,3.00E-13,1.98E-13,6.56E-10,1.91E-06,5.69E-06
0.33607,5.998,0.844,7.96E-04,3.74E-18,1.29E-05,6.81E-16,3.12E-09,2.89E-13,1.89E-13,6.27E-10,1.88E-06,5.52E-06
0.33648,5.991,0.842,7.94E-04,3.59E-18,1.27E-05,6.35E-16,3.01E-09,2.77E-13,1.81E-13,6.00E-10,1.84E-06,5.36E-06
0.33689,5.984,0.84,7.92E-04,3.45E-18,1.25E-05,5.94E-16,2.90E-09,2.67E-13,1.74E-13,5.74E-10,1.81E-06,5.21E-06
0.3373,5.977,0.838,7.90E-04,3.35E-18,1.24E-05,5.60E-16,2.80E-09,2.57E-13,1.67E-13,5.50E-10,1.78E-06,5.06E-06
0.3377,5.97,0.836,7.89E-04,3.25E-18,1.22E-05,5.28E-16,2.71E-09,2.47E-13,1.60E-13,5.28E-10,1.75E-06,4.92E-06
0.33811,5.963,0.834,7.87E-04,3.14E-18,1.20E-05,4.96E-16,2.61E-09,2.38E-13,1.54E-13,5.06E-10,1.72E-06,4.78E-06
0.33852,5.956,0.832,7.85E-04,3.04E-18,1.19E-05,4.66E-16,2.52E-09,2.29E-13,1.47E-13,4.84E-10,1.69E-06,4.64E-06
0.33893,5.949,0.83,7.83E-04,2.94E-18,1.17E-05,4.37E-16,2.43E-09,2.20E-13,1.41E-13,4.64E-10,1.66E-06,4.51E-06
0.33934,5.941,0.828,7.82E-04,2.84E-18,1.16E-05,4.10E-16,2.35E-09,2.11E-13,1.35E-13,4.44E-10,1.63E-06,4.38E-06
0.33975,5.934,0.826,7.80E-04,2.73E-18,1.14E-05,3.83E-16,2.26E-09,2.03E-13,1.30E-13,4.25E-10,1.60E-06,4.25E-06
0.34016,5.927,0.824,7.78E-04,2.63E-18,1.12E-05,3.58E-16,2.18E-09,1.95E-13,1.24E-13,4.06E-10,1.57E-06,4.13E-06
0.34057,5.92,0.822,7.76E-04,2.53E-18,1.11E-05,3.35E-16,2.10E-09,1.88E-13,1.19E-13,3.89E-10,1.54E-06,4.01E-06
0.34098,5.913,0.82,7.75E-04,2.42E-18,1.09E-05,3.12E-16,2.03E-09,1.80E-13,1.14E-13,3.71E-10,1.52E-06,3.89E-06
0.34139,5.906,0.818,7.73E-04,2.32E-18,1.08E-05,2.90E-16,1.95E-09,1.73E-13,1.09E-13,3.55E-10,1.49E-06,3.78E-06
0.3418,5.899,0.816,7.71E-04,2.22E-18,1.07E-05,2.70E-16,1.88E-09,1.66E-13,1.04E-13,3.39E-10,1.46E-06,3.67E-06
0.34221,5.892,0.814,7.69E-04,2.11E-18,1.05E-05,2.51E-16,1.81E-09,1.59E-13,9.95E-14,3.24E-10,1.44E-06,3.56E-06
