m,r,T,rho,P,l,X,Y,He3,C12,N14,O16,n_e,7Be,nu pp,nu B8,nu N13,nu O15,nu F17,nu Be7,nu pep,nu hep
4.85E-05,0.00769,15500000,150,2.33E+17,0.00041,0.3662,0.61867,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.28E-05,0.000628634,0.000375976,0.000521317,0.000575854,0.000256659,8.24E-05,2.27E-05
4.93E-05,0.00773,15500000,150,2.33E+17,0.00041,0.36622,0.61865,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.33E-05,0.00063478,0.000379585,0.00052639,0.000581512,0.000259195,8.32E-05,2.30E-05
4.97E-05,0.00775,15500000,150,2.33E+17,0.00042,0.36623,0.61864,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.36E-05,0.000637854,0.00038139,0.000528927,0.000584341,0.000260463,8.36E-05,2.31E-05
5.05E-05,0.0078,15500000,150,2.33E+17,0.00042,0.36625,0.61862,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.42E-05,0.000645585,0.000385951,0.000535341,0.000591439,0.000263659,8.46E-05,2.34E-05
5.10E-05,0.00782,15500000,150,2.33E+17,0.00043,0.36626,0.61861,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.45E-05,0.000648756,0.000387854,0.000538024,0.000594317,0.000264976,8.50E-05,2.35E-05
5.15E-05,0.00785,15500000,150,2.33E+17,0.00043,0.36627,0.6186,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.49E-05,0.000653512,0.000390707,0.000542049,0.000598634,0.000266951,8.57E-05,2.37E-05
5.20E-05,0.00787,15500000,150,2.33E+17,0.00043,0.36628,0.61859,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.52E-05,0.000656683,0.00039261,0.000544732,0.000601512,0.000268268,8.61E-05,2.38E-05
5.29E-05,0.00792,15500000,150,2.33E+17,0.00044,0.3663,0.61857,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.59E-05,0.00066461,0.000397366,0.000551439,0.000608707,0.000271561,8.72E-05,2.41E-05
5.34E-05,0.00795,15500000,150,2.33E+17,0.00045,0.36631,0.61856,9.03E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,5.63E-05,0.000669366,0.00040022,0.000555463,0.000613024,0.000273537,8.78E-05,2.43E-05
5.44E-05,0.00799,15500000,150,2.33E+17,0.00046,0.36634,0.61853,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.69E-05,0.000675707,0.000404024,0.000560829,0.00061878,0.000276171,8.87E-05,2.45E-05
5.49E-05,0.00802,15500000,150,2.33E+17,0.00046,0.36635,0.61852,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.73E-05,0.000680463,0.000406878,0.000564854,0.000623098,0.000278146,8.93E-05,2.47E-05
5.60E-05,0.00807,15500000,150,2.33E+17,0.00047,0.36637,0.6185,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.80E-05,0.00068839,0.000411634,0.000571561,0.000630293,0.000281439,9.04E-05,2.50E-05
5.71E-05,0.00812,15500000,150,2.33E+17,0.00048,0.3664,0.61848,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.87E-05,0.000696317,0.00041639,0.000578268,0.000637488,0.000284732,9.15E-05,2.53E-05
5.76E-05,0.00815,15500000,150,2.33E+17,0.00048,0.36641,0.61846,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.91E-05,0.000701073,0.000419244,0.000582293,0.000641805,0.000286707,9.21E-05,2.55E-05
5.87E-05,0.0082,15500000,150,2.33E+17,0.00049,0.36643,0.61844,9.04E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,5.98E-05,0.000709,0.000424,0.000589,0.000649,0.00029,9.32E-05,2.58E-05
5.92E-05,0.00822,15500000,150,2.33E+17,0.0005,0.36644,0.61843,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.01E-05,0.000712317,0.000426,0.000591732,0.000652073,0.000291415,9.36E-05,2.59E-05
6.04E-05,0.00828,15500000,150,2.33E+17,0.00051,0.36647,0.6184,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.10E-05,0.000722268,0.000432,0.000599927,0.000661293,0.000295659,9.49E-05,2.63E-05
6.09E-05,0.0083,15500000,150,2.33E+17,0.00051,0.36648,0.61839,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.12E-05,0.000725585,0.000434,0.000602659,0.000664366,0.000297073,9.53E-05,2.64E-05
6.21E-05,0.00835,15500000,150,2.33E+17,0.00052,0.36651,0.61837,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.20E-05,0.000733878,0.000439,0.000609488,0.000672049,0.00030061,9.64E-05,2.68E-05
6.32E-05,0.0084,15500000,150,2.33E+17,0.00053,0.36653,0.61834,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.27E-05,0.000742171,0.000444,0.000616317,0.000679732,0.000304146,9.75E-05,2.71E-05
6.38E-05,0.00843,15500000,150,2.33E+17,0.00053,0.36654,0.61833,9.05E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.31E-05,0.000747146,0.000447,0.000620415,0.000684341,0.000306268,9.81E-05,2.73E-05
6.51E-05,0.00849,15500000,150,2.33E+17,0.00054,0.36657,0.6183,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.40E-05,0.000757098,0.000453,0.00062861,0.000693561,0.000310512,9.94E-05,2.76E-05
6.57E-05,0.00851,15500000,150,2.33E+17,0.00055,0.36658,0.61829,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.43E-05,0.000760415,0.000455,0.000631341,0.000696634,0.000311927,9.99E-05,2.78E-05
6.69E-05,0.00856,15500000,150,2.33E+17,0.00056,0.36661,0.61826,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.50E-05,0.000768707,0.00046,0.000638171,0.000704317,0.000315463,0.000100927,2.81E-05
6.81E-05,0.00862,15500000,150,2.33E+17,0.00057,0.36664,0.61824,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.59E-05,0.000778732,0.000466049,0.000646439,0.000713585,0.000319707,0.000102244,2.85E-05
6.88E-05,0.00865,15500000,150,2.33E+17,0.00058,0.36665,0.61822,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.63E-05,0.000783927,0.000469195,0.000650756,0.000718341,0.000321829,0.000102976,2.87E-05
7.01E-05,0.0087,15500000,150,2.33E+17,0.00059,0.36668,0.61819,9.06E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.71E-05,0.000792585,0.000474439,0.000657951,0.000726268,0.000325366,0.000104195,2.90E-05
7.15E-05,0.00876,15500000,150,2.33E+17,0.0006,0.36671,0.61817,9.07E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.80E-05,0.000802976,0.000480732,0.000666585,0.00073578,0.00032961,0.000105659,2.94E-05
7.21E-05,0.00878,15500000,150,2.33E+17,0.0006,0.36672,0.61815,9.07E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.83E-05,0.000806439,0.000482829,0.000669463,0.000738951,0.000331024,0.000106146,2.95E-05
7.34E-05,0.00884,15500000,150,2.33E+17,0.00061,0.36675,0.61813,9.07E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.92E-05,0.000816829,0.000489122,0.000678098,0.000748463,0.000335268,0.00010761,2.99E-05
7.42E-05,0.00886,15500000,150,2.33E+17,0.00062,0.36676,0.61811,9.07E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,6.95E-05,0.000820293,0.00049122,0.000680976,0.000751634,0.000336683,0.000108098,3.00E-05
7.56E-05,0.00892,15500000,150,2.33E+17,0.00063,0.36679,0.61808,9.07E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,7.05E-05,0.000830683,0.000497512,0.00068961,0.000761146,0.000340927,0.000109561,3.04E-05
7.70E-05,0.00898,15500000,150,2.33E+17,0.00064,0.36682,0.61805,9.08E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,7.14E-05,0.000841073,0.000503805,0.000698244,0.000770659,0.000345171,0.000111024,3.08E-05
7.77E-05,0.009,15500000,150,2.33E+17,0.00065,0.36683,0.61804,9.08E-06,7.78E-06,0.00374,0.00608,2.01,1.56E-11,7.17E-05,0.000844537,0.000505902,0.000701122,0.000773829,0.000346585,0.000111512,3.10E-05
7.92E-05,0.00906,15500000,150,2.33E+17,0.00066,0.36686,0.61801,9.08E-06,7.78E-06,0.00374,0.00608,2.009902439,1.56E-11,7.26E-05,0.00085522,0.000512293,0.000710049,0.000783537,0.000351024,0.000112976,3.14E-05
7.99E-05,0.00909,15500000,150,2.33E+17,0.00067,0.36688,0.61799,9.08E-06,7.78E-06,0.00374,0.00608,2.009829268,1.56E-11,7.31E-05,0.000860634,0.000515512,0.000714585,0.000788439,0.000353293,0.000113707,3.16E-05
8.15E-05,0.00915,15500000,150,2.33E+17,0.00068,0.36691,0.61796,9.08E-06,7.78E-06,0.00374,0.00608,2.009682927,1.56E-11,7.41E-05,0.000871463,0.000521951,0.000723659,0.000798244,0.000357829,0.000115171,3.20E-05
8.30E-05,0.00921,15500000,150,2.33E+17,0.00069,0.36694,0.61793,9.09E-06,7.78E-06,0.00374,0.00608,2.009536585,1.56E-11,7.50E-05,0.000882293,0.00052839,0.000732732,0.000808049,0.000362366,0.000116634,3.24E-05
8.38E-05,0.00923,15500000,150,2.33E+17,0.0007,0.36695,0.61792,9.09E-06,7.78E-06,0.00374,0.00608,2.009487805,1.56E-11,7.53E-05,0.000885902,0.000530537,0.000735756,0.000811317,0.000363878,0.000117122,3.25E-05
8.53E-05,0.00929,15500000,150,2.33E+17,0.00071,0.36698,0.61789,9.09E-06,7.78E-06,0.00374,0.00608,2.009341463,1.56E-11,7.63E-05,0.000896732,0.000536976,0.000744829,0.000821122,0.000368415,0.000118585,3.29E-05
8.62E-05,0.00932,15500000,150,2.33E+17,0.00072,0.367,0.61787,9.09E-06,7.78E-06,0.00374,0.00608,2.009268293,1.56E-11,7.68E-05,0.000902146,0.000540195,0.000749366,0.000826024,0.000370683,0.000119317,3.31E-05
8.78E-05,0.00938,15500000,150,2.33E+17,0.00073,0.36703,0.61784,9.09E-06,7.78E-06,0.00374,0.00608,2.009121951,1.56E-11,7.77E-05,0.000912976,0.000546634,0.000758439,0.000835829,0.00037522,0.00012078,3.36E-05
8.95E-05,0.00944,15500000,150,2.33E+17,0.00075,0.36706,0.61781,9.10E-06,7.78E-06,0.00374,0.00608,2.009,1.56E-11,7.87E-05,0.000923854,0.000553098,0.000767537,0.000845707,0.00037978,0.000122268,3.40E-05
9.03E-05,0.00947,15500000,150,2.33E+17,0.00076,0.36708,0.61779,9.10E-06,7.78E-06,0.00374,0.00608,2.009,1.56E-11,7.92E-05,0.000929415,0.00055639,0.000772146,0.000850829,0.000382122,0.000123073,3.42E-05
9.20E-05,0.00953,15500000,150,2.33E+17,0.00077,0.36711,0.61776,9.10E-06,7.78E-06,0.00374,0.00608,2.009,1.56E-11,8.01E-05,0.000940537,0.000562976,0.000781366,0.000861073,0.000386805,0.000124683,3.46E-05
9.29E-05,0.00956,15500000,150,2.33E+17,0.00078,0.36713,0.61774,9.10E-06,7.78E-06,0.00374,0.00608,2.009,1.56E-11,8.06E-05,0.000946098,0.000566268,0.000785976,0.000866195,0.000389146,0.000125488,3.48E-05
9.47E-05,0.00962,15500000,150,2.32E+17,0.00079,0.36716,0.61771,9.10E-06,7.78E-06,0.00374,0.00608,2.009,1.56E-11,8.16E-05,0.00095722,0.000572854,0.000795195,0.000876439,0.000393829,0.000127098,3.52E-05
9.65E-05,0.00968,15500000,150,2.32E+17,0.00081,0.3672,0.61767,9.11E-06,7.78E-06,0.00374,0.00608,2.009,1.55E-11,8.26E-05,0.000968341,0.000579439,0.000804415,0.000886683,0.000398512,0.000128707,3.57E-05
9.74E-05,0.00971,15500000,150,2.32E+17,0.00081,0.36721,0.61766,9.11E-06,7.78E-06,0.00374,0.00608,2.009,1.55E-11,8.31E-05,0.000973902,0.000582732,0.000809024,0.000891805,0.000400854,0.000129512,3.59E-05
9.92E-05,0.00977,15500000,149,2.32E+17,0.00083,0.36725,0.61762,9.11E-06,7.78E-06,0.00374,0.00608,2.009,1.55E-11,8.41E-05,0.000985024,0.000589317,0.000818244,0.000902049,0.000405537,0.000131122,3.63E-05
0.0001001,0.0098,15400000,149,2.32E+17,0.00084,0.36727,0.61761,9.11E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.45E-05,0.000990585,0.00059261,0.000822854,0.000907171,0.000407878,0.000131927,3.65E-05
0.0001021,0.00986,15400000,149,2.32E+17,0.00085,0.3673,0.61757,9.11E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.55E-05,0.001002,0.000599293,0.000832171,0.000917512,0.00041261,0.000133537,3.70E-05
0.000104,0.00992,15400000,149,2.32E+17,0.00087,0.36734,0.61754,9.12E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.66E-05,0.001014,0.000606171,0.000841683,0.000928049,0.000417439,0.000135146,3.74E-05
0.000105,0.00996,15400000,149,2.32E+17,0.00088,0.36735,0.61752,9.12E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.73E-05,0.001022,0.000610756,0.000848024,0.000935073,0.000420659,0.00013622,3.77E-05
0.0001069,0.01002,15400000,149,2.32E+17,0.00089,0.36739,0.61748,9.12E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.83E-05,0.001034,0.000617634,0.000857537,0.00094561,0.000425488,0.000137829,3.82E-05
0.0001079,0.01005,15400000,149,2.32E+17,0.0009,0.36741,0.61746,9.12E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.88E-05,0.00104,0.000621073,0.000862293,0.000950878,0.000427902,0.000138634,3.84E-05
0.00011,0.01011,15400000,149,2.32E+17,0.00092,0.36745,0.61743,9.13E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,8.99E-05,0.001052,0.000627951,0.000871805,0.000961415,0.000432732,0.000140244,3.88E-05
0.0001121,0.01018,15400000,149,2.32E+17,0.00094,0.36748,0.61739,9.13E-06,7.77E-06,0.00374,0.00608,2.009,1.55E-11,9.11E-05,0.001066,0.000635976,0.000882902,0.000973707,0.000438366,0.000142122,3.94E-05
0.0001132,0.01021,15400000,149,2.32E+17,0.00095,0.3675,0.61737,9.13E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.16E-05,0.001072,0.000639415,0.000887659,0.000978976,0.00044078,0.000142927,3.96E-05
0.0001152,0.01027,15400000,149,2.32E+17,0.00096,0.36754,0.61733,9.13E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.27E-05,0.001083902,0.00064639,0.000897317,0.00098961,0.000445707,0.000144537,4.01E-05
0.0001164,0.0103,15400000,149,2.32E+17,0.00097,0.36756,0.61731,9.14E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.32E-05,0.001089756,0.000649976,0.000902293,0.000995024,0.000448268,0.000145341,4.03E-05
0.0001186,0.01037,15400000,149,2.32E+17,0.00099,0.3676,0.61727,9.14E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.44E-05,0.001103415,0.000658341,0.000913902,0.001007659,0.000454244,0.00014722,4.08E-05
0.0001209,0.01044,15400000,149,2.32E+17,0.00101,0.36764,0.61724,9.14E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.57E-05,0.001117073,0.000666707,0.000925512,0.001020293,0.00046022,0.000149098,4.14E-05
0.000122,0.01047,15400000,149,2.32E+17,0.00102,0.36766,0.61722,9.14E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.62E-05,0.001122927,0.000670293,0.000930488,0.001025707,0.00046278,0.000149902,4.16E-05
0.0001242,0.01053,15400000,149,2.32E+17,0.00104,0.3677,0.61718,9.15E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.73E-05,0.001134634,0.000677463,0.000940439,0.001036537,0.000467902,0.000151512,4.21E-05
0.0001254,0.01057,15400000,149,2.32E+17,0.00105,0.36772,0.61716,9.15E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.80E-05,0.001142439,0.000682244,0.000947073,0.001043756,0.000471317,0.000152585,4.24E-05
0.0001278,0.01063,15400000,149,2.32E+17,0.00107,0.36776,0.61712,9.15E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,9.91E-05,0.001154146,0.000689415,0.000957024,0.001054585,0.000476439,0.000154195,4.29E-05
0.0001302,0.0107,15400000,149,2.32E+17,0.00109,0.3678,0.61708,9.16E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000100322,0.001167805,0.000697878,0.000968634,0.001067805,0.000482415,0.000156171,4.34E-05
0.0001314,0.01073,15400000,149,2.32E+17,0.0011,0.36782,0.61705,9.16E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000100863,0.001173659,0.000701537,0.00097361,0.001073659,0.000484976,0.000157049,4.37E-05
0.0001338,0.0108,15400000,149,2.32E+17,0.00112,0.36786,0.61701,9.16E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000102127,0.001187317,0.000710073,0.00098522,0.001087317,0.000490951,0.000159098,4.43E-05
0.0001351,0.01083,15400000,149,2.32E+17,0.00113,0.36788,0.61699,9.16E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000102668,0.001193171,0.000713732,0.000990195,0.001093171,0.000493512,0.000159976,4.45E-05
0.0001377,0.0109,15400000,149,2.32E+17,0.00115,0.36792,0.61695,9.17E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000103932,0.001206829,0.000722268,0.001001805,0.001106829,0.000499488,0.000162024,4.51E-05
0.0001402,0.01097,15400000,149,2.32E+17,0.00117,0.36797,0.61691,9.17E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000105195,0.001220488,0.000730805,0.001013415,0.001120488,0.000505463,0.000164073,4.57E-05
0.0001415,0.011,15400000,149,2.32E+17,0.00118,0.36799,0.61689,9.17E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000105737,0.001226341,0.000734463,0.00101839,0.001126341,0.000508024,0.000164951,4.59E-05
0.0001441,0.01107,15400000,149,2.32E+17,0.0012,0.36803,0.61684,9.17E-06,7.77E-06,0.00374,0.00609,2.009,1.55E-11,0.000107,0.00124,0.000743,0.00103,0.00114,0.000514,0.000167,4.65E-05
0.0001455,0.0111,15400000,149,2.32E+17,0.00122,0.36805,0.61682,9.18E-06,7.77E-06,0.00374,0.00609,2.008926829,1.55E-11,0.000107585,0.001246585,0.000746805,0.001035122,0.001145854,0.000516707,0.000167878,4.67E-05
0.0001483,0.01118,15400000,149,2.32E+17,0.00124,0.3681,0.61678,9.18E-06,7.77E-06,0.00374,0.00609,2.008731707,1.55E-11,0.000109146,0.001264146,0.000756951,0.00104878,0.001161463,0.000523927,0.00017022,4.74E-05
0.0001511,0.01124,15400000,149,2.32E+17,0.00126,0.36814,0.61673,9.18E-06,7.77E-06,0.00374,0.00609,2.008585366,1.55E-11,0.000110317,0.001277317,0.000764561,0.001059024,0.001173171,0.000529341,0.000171976,4.79E-05
0.0001525,0.01128,15400000,149,2.32E+17,0.00127,0.36816,0.61671,9.19E-06,7.77E-06,0.00374,0.00609,2.008487805,1.55E-11,0.000111098,0.001286098,0.000769634,0.001065854,0.001180976,0.000532951,0.000173146,4.82E-05
0.0001552,0.01135,15400000,149,2.32E+17,0.0013,0.36821,0.61666,9.19E-06,7.76E-06,0.00374,0.00609,2.008317073,1.55E-11,0.000112463,0.001301463,0.000778512,0.001077805,0.001194634,0.000539268,0.000175195,4.88E-05
0.0001567,0.01138,15400000,149,2.32E+17,0.00131,0.36823,0.61664,9.19E-06,7.76E-06,0.00374,0.00609,2.008243902,1.55E-11,0.000113049,0.001308049,0.000782317,0.001082927,0.001200488,0.000541976,0.000176073,4.91E-05
0.0001597,0.01146,15400000,149,2.32E+17,0.00133,0.36828,0.61659,9.20E-06,7.76E-06,0.00374,0.00609,2.00804878,1.55E-11,0.00011461,0.00132561,0.000792463,0.001096585,0.001216098,0.000549195,0.000178415,4.97E-05
0.0001627,0.01153,15400000,149,2.32E+17,0.00136,0.36833,0.61654,9.20E-06,7.76E-06,0.00374,0.00609,2.008,1.55E-11,0.000115976,0.001339756,0.000801463,0.001109756,0.001229756,0.000555512,0.000180463,5.03E-05
0.0001642,0.01156,15400000,149,2.32E+17,0.00137,0.36835,0.61652,9.20E-06,7.76E-06,0.00374,0.00609,2.008,1.55E-11,0.000116561,0.00134561,0.000805341,0.00111561,0.00123561,0.00055822,0.000181341,5.06E-05
0.0001672,0.01163,15400000,149,2.32E+17,0.0014,0.3684,0.61647,9.20E-06,7.76E-06,0.00374,0.00609,2.008,1.55E-11,0.000117927,0.001359268,0.00081439,0.001129268,0.001249268,0.000564537,0.00018339,5.12E-05
0.0001688,0.01167,15400000,149,2.32E+17,0.00141,0.36842,0.61645,9.21E-06,7.76E-06,0.00374,0.00609,2.008,1.55E-11,0.000118707,0.001367073,0.000819561,0.001137073,0.001257073,0.000568146,0.000184561,5.16E-05
0.000172,0.01174,15400000,149,2.32E+17,0.00144,0.36847,0.6164,9.21E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000120073,0.001380732,0.00082861,0.001150732,0.001270732,0.000574463,0.00018661,5.22E-05
0.0001753,0.01182,15400000,149,2.32E+17,0.00146,0.36852,0.61635,9.22E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000121634,0.001396341,0.000838951,0.001166341,0.001286341,0.000581683,0.000188951,5.29E-05
0.0001769,0.01185,15400000,149,2.32E+17,0.00148,0.36855,0.61633,9.22E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.00012222,0.001402195,0.000842829,0.001172195,0.001292195,0.00058439,0.000189829,5.31E-05
0.0001801,0.01193,15400000,149,2.32E+17,0.0015,0.3686,0.61628,9.22E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000123878,0.00141878,0.000853268,0.001186829,0.001307805,0.000591805,0.000192268,5.39E-05
0.0001819,0.01196,15400000,149,2.32E+17,0.00152,0.36862,0.61625,9.22E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000124537,0.001425366,0.00085722,0.001191951,0.001313659,0.000594659,0.00019322,5.41E-05
0.0001853,0.01204,15400000,149,2.32E+17,0.00155,0.36868,0.6162,9.23E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000126293,0.001442927,0.000867756,0.00120561,0.001329268,0.000602268,0.000195756,5.49E-05
0.0001888,0.01212,15400000,149,2.32E+17,0.00158,0.36873,0.61614,9.23E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000128049,0.001460488,0.000878293,0.001219268,0.001344878,0.000609878,0.000198293,5.56E-05
0.0001905,0.01215,15400000,149,2.32E+17,0.00159,0.36875,0.61612,9.23E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000128707,0.001467073,0.000882244,0.00122439,0.001350732,0.000612732,0.000199244,5.58E-05
0.000194,0.01223,15400000,149,2.32E+17,0.00162,0.36881,0.61607,9.24E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000130463,0.001484634,0.00089278,0.001238049,0.001366341,0.000620341,0.00020178,5.66E-05
0.0001959,0.01227,15400000,149,2.32E+17,0.00163,0.36883,0.61604,9.24E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.000131341,0.001493415,0.000898049,0.001244878,0.001374146,0.000624146,0.000203049,5.69E-05
0.0001996,0.01234,15400000,149,2.32E+17,0.00167,0.36889,0.61598,9.25E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.0001328,0.00151,0.0009075,0.001258,0.001388,0.000631,0.0002054,5.76E-05
0.0002034,0.01242,15400000,149,2.32E+17,0.0017,0.36894,0.61593,9.25E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.0001344,0.00153,0.0009185,0.001274,0.001404,0.000639,0.0002082,5.83E-05
0.0002053,0.01246,15400000,149,2.32E+17,0.00171,0.36897,0.6159,9.25E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.0001352,0.00154,0.000924,0.001282,0.001412,0.000643,0.0002096,5.87E-05
0.000209,0.01254,15400000,149,2.32E+17,0.00174,0.36903,0.61585,9.26E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.0001368,0.00156,0.000935,0.001298,0.001428,0.000651,0.0002124,5.95E-05
0.000211,0.01258,15400000,149,2.32E+17,0.00176,0.36905,0.61582,9.26E-06,7.76E-06,0.00374,0.00609,2.008,1.54E-11,0.0001376,0.00157,0.0009405,0.001306,0.001436,0.000655,0.0002138,5.99E-05
0.000215,0.01266,15400000,149,2.31E+17,0.00179,0.36911,0.61576,9.26E-06,7.75E-06,0.00374,0.00609,2.008,1.54E-11,0.0001392,0.00159,0.0009515,0.001322,0.001452,0.000663,0.0002166,6.06E-05
0.0002171,0.0127,15400000,149,2.31E+17,0.00181,0.36914,0.61573,9.27E-06,7.75E-06,0.00374,0.00609,2.008,1.54E-11,0.00014,0.0016,0.000957,0.00133,0.00146,0.000667,0.000218,6.10E-05
0.0002211,0.01277,15400000,149,2.31E+17,0.00184,0.3692,0.61567,9.27E-06,7.75E-06,0.00374,0.00609,2.008,1.54E-11,0.000141537,0.001615366,0.000966049,0.001343659,0.001475366,0.000674,0.00022022,6.17E-05
0.0002251,0.01285,15400000,149,2.31E+17,0.00188,0.36926,0.61562,9.28E-06,7.75E-06,0.00374,0.00609,2.008,1.54E-11,0.000143293,0.001632927,0.00097639,0.001359268,0.001492927,0.000682,0.000222756,6.25E-05
0.0002273,0.01289,15400000,149,2.31E+17,0.00189,0.36929,0.61559,9.28E-06,7.75E-06,0.00374,0.00609,2.008,1.54E-11,0.000144171,0.001641707,0.000981561,0.001367073,0.001501707,0.000686,0.000224024,6.29E-05
0.0002316,0.01297,15400000,149,2.31E+17,0.00193,0.36935,0.61553,9.28E-06,7.75E-06,0.00374,0.00609,2.008,1.53E-11,0.000145927,0.001659268,0.000991902,0.001382683,0.001519268,0.000694,0.000226561,6.36E-05
0.0002359,0.01305,15400000,149,2.31E+17,0.00197,0.36941,0.61547,9.29E-06,7.75E-06,0.00374,0.00609,2.008,1.53E-11,0.000147683,0.001676829,0.001002244,0.001398293,0.001536829,0.000702,0.000229098,6.44E-05
0.000238,0.01309,15400000,149,2.31E+17,0.00198,0.36944,0.61544,9.29E-06,7.75E-06,0.00374,0.00609,2.008,1.53E-11,0.000148561,0.00168561,0.001007415,0.001406098,0.00154561,0.000706,0.000230366,6.48E-05
0.0002423,0.01317,15400000,149,2.31E+17,0.00202,0.3695,0.61538,9.30E-06,7.75E-06,0.00374,0.00609,2.007853659,1.53E-11,0.000150317,0.001704634,0.00101878,0.001421707,0.001563171,0.000714146,0.000233049,6.56E-05
0.0002446,0.01321,15400000,149,2.31E+17,0.00204,0.36953,0.61535,9.30E-06,7.75E-06,0.00374,0.00609,2.007756098,1.53E-11,0.000151195,0.00171439,0.001024634,0.001429512,0.001571951,0.000718244,0.000234415,6.60E-05
0.0002492,0.0133,15400000,149,2.31E+17,0.00208,0.36959,0.61528,9.30E-06,7.75E-06,0.00374,0.00609,2.007536585,1.53E-11,0.000153171,0.001736341,0.001037805,0.001447073,0.001591707,0.000727463,0.000237488,6.69E-05
