m,r,T,rho,P,l,X,Y,He3,C12,N14,O16,n_e,7Be,nu pp,nu B8,nu N13,nu O15,nu F17,nu Be7,nu pep,nu hep
1.40E-05,0.00508,15500000,150,2.34E+17,0.00012,0.36524,0.61963,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.37E-05,0.000287171,0.000171537,0.000238049,0.00026261,0.000116024,3.71E-05,1.02E-05
1.41E-05,0.0051,15500000,150,2.34E+17,0.00012,0.36524,0.61963,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.39E-05,0.000289317,0.000172854,0.000239805,0.000264561,0.000116902,3.73E-05,1.03E-05
1.43E-05,0.00511,15500000,150,2.34E+17,0.00012,0.36525,0.61962,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.40E-05,0.00029039,0.000173512,0.000240683,0.000265537,0.000117341,3.75E-05,1.03E-05
1.44E-05,0.00513,15500000,150,2.34E+17,0.00012,0.36525,0.61962,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.42E-05,0.000292537,0.000174829,0.000242439,0.000267488,0.00011822,3.78E-05,1.04E-05
1.45E-05,0.00514,15500000,150,2.34E+17,0.00012,0.36526,0.61962,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.43E-05,0.00029361,0.000175488,0.000243317,0.000268463,0.000118659,3.79E-05,1.04E-05
1.46E-05,0.00516,15500000,150,2.34E+17,0.00012,0.36526,0.61961,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.45E-05,0.000295756,0.000176805,0.000245073,0.000270415,0.000119537,3.82E-05,1.05E-05
1.48E-05,0.00517,15500000,150,2.34E+17,0.00012,0.36527,0.61961,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.46E-05,0.000296829,0.000177463,0.000245951,0.00027139,0.000119976,3.83E-05,1.06E-05
1.49E-05,0.00519,15500000,150,2.33E+17,0.00013,0.36527,0.6196,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.47E-05,0.000298976,0.00017878,0.000247707,0.000273341,0.000120854,3.86E-05,1.06E-05
1.51E-05,0.00521,15500000,150,2.33E+17,0.00013,0.36528,0.6196,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.49E-05,0.000301122,0.000180098,0.000249463,0.000275293,0.000121732,3.89E-05,1.07E-05
1.52E-05,0.00522,15500000,150,2.33E+17,0.00013,0.36528,0.61959,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.50E-05,0.000302195,0.000180756,0.000250341,0.000276268,0.000122171,3.90E-05,1.08E-05
1.53E-05,0.00524,15500000,150,2.33E+17,0.00013,0.36529,0.61959,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.52E-05,0.000304341,0.000182073,0.000252098,0.00027822,0.000123049,3.93E-05,1.08E-05
1.55E-05,0.00526,15500000,150,2.33E+17,0.00013,0.36529,0.61958,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.54E-05,0.000306488,0.00018339,0.000253854,0.000280171,0.000123927,3.96E-05,1.09E-05
1.56E-05,0.00527,15500000,150,2.33E+17,0.00013,0.36529,0.61958,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.55E-05,0.000307561,0.000184049,0.000254732,0.000281146,0.000124366,3.98E-05,1.10E-05
1.58E-05,0.00529,15500000,150,2.33E+17,0.00013,0.3653,0.61957,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.56E-05,0.000309707,0.000185366,0.000256488,0.000283098,0.000125244,4.00E-05,1.10E-05
1.59E-05,0.0053,15500000,150,2.33E+17,0.00013,0.3653,0.61957,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.57E-05,0.00031078,0.000186024,0.000257366,0.000284073,0.000125683,4.02E-05,1.11E-05
1.61E-05,0.00532,15500000,150,2.33E+17,0.00013,0.36531,0.61956,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.59E-05,0.000312927,0.000187341,0.000259122,0.000286024,0.000126561,4.05E-05,1.12E-05
1.62E-05,0.00534,15500000,150,2.33E+17,0.00014,0.36531,0.61956,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.61E-05,0.000315146,0.000188683,0.000260976,0.000288073,0.000127488,4.08E-05,1.12E-05
1.64E-05,0.00535,15500000,150,2.33E+17,0.00014,0.36532,0.61955,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.62E-05,0.000316293,0.000189366,0.000261951,0.000289146,0.000127976,4.09E-05,1.13E-05
1.65E-05,0.00537,15500000,150,2.33E+17,0.00014,0.36533,0.61955,8.95E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.64E-05,0.000318585,0.000190732,0.000263902,0.000291293,0.000128951,4.12E-05,1.14E-05
1.67E-05,0.00539,15500000,150,2.33E+17,0.00014,0.36533,0.61954,8.96E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.66E-05,0.000320878,0.000192098,0.000265854,0.000293439,0.000129927,4.15E-05,1.14E-05
1.68E-05,0.0054,15500000,150,2.33E+17,0.00014,0.36534,0.61954,8.96E-06,7.80E-06,0.00374,0.00607,2.011,1.57E-11,2.67E-05,0.000322024,0.00019278,0.000266829,0.000294512,0.000130415,4.17E-05,1.15E-05
1.70E-05,0.00542,15500000,150,2.33E+17,0.00014,0.36534,0.61953,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.69E-05,0.000324317,0.000194146,0.00026878,0.000296659,0.00013139,4.20E-05,1.16E-05
1.71E-05,0.00544,15500000,150,2.33E+17,0.00014,0.36535,0.61953,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.71E-05,0.00032661,0.000195512,0.000270732,0.000298805,0.000132366,4.23E-05,1.17E-05
1.73E-05,0.00545,15500000,150,2.33E+17,0.00014,0.36535,0.61952,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.72E-05,0.000327756,0.000196195,0.000271707,0.000299878,0.000132854,4.24E-05,1.17E-05
1.75E-05,0.00547,15500000,150,2.33E+17,0.00015,0.36536,0.61952,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.74E-05,0.000330049,0.000197561,0.000273659,0.000302024,0.000133829,4.27E-05,1.18E-05
1.76E-05,0.00549,15500000,150,2.33E+17,0.00015,0.36536,0.61951,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.76E-05,0.000332341,0.000198927,0.00027561,0.000304171,0.000134805,4.30E-05,1.19E-05
1.78E-05,0.0055,15500000,150,2.33E+17,0.00015,0.36537,0.6195,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.77E-05,0.000333488,0.00019961,0.000276585,0.000305244,0.000135293,4.32E-05,1.19E-05
1.79E-05,0.00552,15500000,150,2.33E+17,0.00015,0.36537,0.6195,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.79E-05,0.00033578,0.000200976,0.000278537,0.00030739,0.000136268,4.35E-05,1.20E-05
1.81E-05,0.00554,15500000,150,2.33E+17,0.00015,0.36538,0.61949,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.80E-05,0.000338073,0.000202341,0.000280488,0.000309537,0.000137244,4.38E-05,1.21E-05
1.83E-05,0.00555,15500000,150,2.33E+17,0.00015,0.36538,0.61949,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.81E-05,0.00033922,0.000203024,0.000281463,0.00031061,0.000137732,4.39E-05,1.21E-05
1.84E-05,0.00557,15500000,150,2.33E+17,0.00015,0.36539,0.61948,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.83E-05,0.000341512,0.00020439,0.000283415,0.000312756,0.000138707,4.42E-05,1.22E-05
1.86E-05,0.00559,15500000,150,2.33E+17,0.00016,0.36539,0.61948,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.85E-05,0.000343805,0.000205756,0.000285366,0.000314902,0.000139683,4.45E-05,1.23E-05
1.88E-05,0.00561,15500000,150,2.33E+17,0.00016,0.3654,0.61947,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.87E-05,0.000346098,0.000207122,0.000287317,0.000317049,0.000140659,4.48E-05,1.24E-05
1.90E-05,0.00562,15500000,150,2.33E+17,0.00016,0.36541,0.61947,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.88E-05,0.000347244,0.000207805,0.000288293,0.000318122,0.000141146,4.50E-05,1.24E-05
1.91E-05,0.00564,15500000,150,2.33E+17,0.00016,0.36541,0.61946,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.90E-05,0.000349537,0.000209171,0.000290244,0.000320268,0.000142122,4.53E-05,1.25E-05
1.93E-05,0.00566,15500000,150,2.33E+17,0.00016,0.36542,0.61946,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.92E-05,0.000351829,0.000210537,0.000292195,0.000322415,0.000143098,4.56E-05,1.26E-05
1.95E-05,0.00567,15500000,150,2.33E+17,0.00016,0.36542,0.61945,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.93E-05,0.000352976,0.00021122,0.000293171,0.000323488,0.000143585,4.57E-05,1.26E-05
1.97E-05,0.00569,15500000,150,2.33E+17,0.00016,0.36543,0.61944,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.95E-05,0.000355268,0.000212585,0.000295122,0.000325634,0.000144561,4.60E-05,1.27E-05
1.99E-05,0.00571,15500000,150,2.33E+17,0.00017,0.36543,0.61944,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.97E-05,0.000357561,0.000213951,0.000297073,0.00032778,0.000145537,4.63E-05,1.28E-05
2.00E-05,0.00573,15500000,150,2.33E+17,0.00017,0.36544,0.61943,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,2.99E-05,0.000359854,0.000215317,0.000299024,0.000329927,0.000146512,4.66E-05,1.29E-05
2.02E-05,0.00575,15500000,150,2.33E+17,0.00017,0.36545,0.61943,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.01E-05,0.000362244,0.000216732,0.000301,0.000332122,0.000147488,4.70E-05,1.29E-05
2.04E-05,0.00576,15500000,150,2.33E+17,0.00017,0.36545,0.61942,8.96E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.02E-05,0.000363488,0.000217463,0.000302,0.000333244,0.000147976,4.71E-05,1.30E-05
2.06E-05,0.00578,15500000,150,2.33E+17,0.00017,0.36546,0.61941,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.04E-05,0.000365976,0.000218927,0.000304,0.000335488,0.000148951,4.75E-05,1.31E-05
2.08E-05,0.0058,15500000,150,2.33E+17,0.00017,0.36546,0.61941,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.06E-05,0.000368463,0.00022039,0.000306,0.000337732,0.000149927,4.78E-05,1.32E-05
2.10E-05,0.00582,15500000,150,2.33E+17,0.00018,0.36547,0.6194,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.08E-05,0.000370951,0.000221854,0.000308,0.000339976,0.000150902,4.81E-05,1.33E-05
2.12E-05,0.00583,15500000,150,2.33E+17,0.00018,0.36547,0.6194,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.09E-05,0.000372195,0.000222585,0.000309,0.000341098,0.00015139,4.83E-05,1.33E-05
2.14E-05,0.00585,15500000,150,2.33E+17,0.00018,0.36548,0.61939,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.12E-05,0.000374683,0.000224049,0.000311,0.000343341,0.000152366,4.86E-05,1.34E-05
2.16E-05,0.00587,15500000,150,2.33E+17,0.00018,0.36549,0.61938,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.14E-05,0.000377171,0.000225512,0.000313,0.000345585,0.000153341,4.89E-05,1.35E-05
2.18E-05,0.00589,15500000,150,2.33E+17,0.00018,0.36549,0.61938,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.16E-05,0.000379659,0.000226976,0.000315,0.000347829,0.000154317,4.93E-05,1.36E-05
2.20E-05,0.00591,15500000,150,2.33E+17,0.00018,0.3655,0.61937,8.97E-06,7.79E-06,0.00374,0.00607,2.011,1.57E-11,3.18E-05,0.000382146,0.000228439,0.000317,0.000350073,0.000155293,4.96E-05,1.36E-05
2.22E-05,0.00593,15500000,150,2.33E+17,0.00019,0.36551,0.61937,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.20E-05,0.000384634,0.000229902,0.000319,0.000352317,0.000156268,4.99E-05,1.37E-05
2.24E-05,0.00594,15500000,150,2.33E+17,0.00019,0.36551,0.61936,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.21E-05,0.000385878,0.000230634,0.00032,0.000353439,0.000156756,5.01E-05,1.38E-05
2.26E-05,0.00596,15500000,150,2.33E+17,0.00019,0.36552,0.61935,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.23E-05,0.000388366,0.000232098,0.000322,0.000355683,0.000157732,5.04E-05,1.39E-05
2.28E-05,0.00598,15500000,150,2.33E+17,0.00019,0.36552,0.61935,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.25E-05,0.000390854,0.000233561,0.000324,0.000357927,0.000158707,5.07E-05,1.40E-05
2.30E-05,0.006,15500000,150,2.33E+17,0.00019,0.36553,0.61934,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.27E-05,0.000393341,0.000235024,0.000326,0.000360171,0.000159683,5.10E-05,1.40E-05
2.32E-05,0.00602,15500000,150,2.33E+17,0.00019,0.36554,0.61933,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.29E-05,0.000395829,0.000236488,0.000328,0.000362415,0.000160659,5.14E-05,1.41E-05
2.35E-05,0.00604,15500000,150,2.33E+17,0.0002,0.36554,0.61933,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.31E-05,0.000398317,0.000237951,0.00033,0.000364659,0.000161634,5.17E-05,1.42E-05
2.37E-05,0.00605,15500000,150,2.33E+17,0.0002,0.36555,0.61932,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.33E-05,0.000399561,0.000238683,0.000331,0.00036578,0.000162122,5.19E-05,1.43E-05
2.39E-05,0.00607,15500000,150,2.33E+17,0.0002,0.36556,0.61931,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.35E-05,0.000402049,0.000240146,0.000333,0.000368024,0.000163098,5.22E-05,1.43E-05
2.41E-05,0.00609,15500000,150,2.33E+17,0.0002,0.36556,0.61931,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.37E-05,0.000404537,0.00024161,0.000335,0.000370268,0.000164073,5.25E-05,1.44E-05
2.43E-05,0.00611,15500000,150,2.33E+17,0.0002,0.36557,0.6193,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.39E-05,0.000407024,0.000243073,0.000337,0.000372512,0.000165049,5.28E-05,1.45E-05
2.45E-05,0.00613,15500000,150,2.33E+17,0.00021,0.36558,0.6193,8.97E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.41E-05,0.000409512,0.000244537,0.000339,0.000374756,0.000166024,5.32E-05,1.46E-05
2.48E-05,0.00615,15500000,150,2.33E+17,0.00021,0.36558,0.61929,8.98E-06,7.79E-06,0.00374,0.00608,2.011,1.57E-11,3.43E-05,0.000412,0.000246,0.000341,0.000377,0.000167,5.35E-05,1.47E-05
2.50E-05,0.00617,15500000,150,2.33E+17,0.00021,0.36559,0.61928,8.98E-06,7.79E-06,0.00374,0.00608,2.01095122,1.57E-11,3.45E-05,0.000414585,0.000247561,0.000343195,0.00037939,0.000168073,5.38E-05,1.48E-05
2.52E-05,0.00619,15500000,150,2.33E+17,0.00021,0.3656,0.61927,8.98E-06,7.79E-06,0.00374,0.00608,2.010902439,1.57E-11,3.47E-05,0.000417171,0.000249122,0.00034539,0.00038178,0.000169146,5.42E-05,1.49E-05
2.55E-05,0.00621,15500000,150,2.33E+17,0.00021,0.3656,0.61927,8.98E-06,7.79E-06,0.00374,0.00608,2.010853659,1.57E-11,3.50E-05,0.000419756,0.000250683,0.000347585,0.000384171,0.00017022,5.45E-05,1.50E-05
2.57E-05,0.00622,15500000,150,2.33E+17,0.00022,0.36561,0.61926,8.98E-06,7.79E-06,0.00374,0.00608,2.010829268,1.57E-11,3.51E-05,0.000421049,0.000251463,0.000348683,0.000385366,0.000170756,5.47E-05,1.50E-05
2.60E-05,0.00624,15500000,150,2.33E+17,0.00022,0.36562,0.61925,8.98E-06,7.79E-06,0.00374,0.00608,2.010780488,1.57E-11,3.53E-05,0.000423634,0.000253024,0.000350878,0.000387756,0.000171829,5.50E-05,1.51E-05
2.62E-05,0.00626,15500000,150,2.33E+17,0.00022,0.36562,0.61925,8.98E-06,7.79E-06,0.00374,0.00608,2.010731707,1.57E-11,3.55E-05,0.00042622,0.000254585,0.000353073,0.000390146,0.000172902,5.54E-05,1.52E-05
2.64E-05,0.00628,15500000,150,2.33E+17,0.00022,0.36563,0.61924,8.98E-06,7.79E-06,0.00374,0.00608,2.010682927,1.57E-11,3.57E-05,0.000428805,0.000256146,0.000355268,0.000392537,0.000173976,5.57E-05,1.53E-05
2.67E-05,0.0063,15500000,150,2.33E+17,0.00022,0.36564,0.61923,8.98E-06,7.79E-06,0.00374,0.00608,2.010634146,1.57E-11,3.59E-05,0.00043139,0.000257707,0.000357463,0.000394927,0.000175049,5.61E-05,1.54E-05
2.69E-05,0.00632,15500000,150,2.33E+17,0.00023,0.36564,0.61923,8.98E-06,7.79E-06,0.00374,0.00608,2.010585366,1.57E-11,3.62E-05,0.000433976,0.000259268,0.000359659,0.000397317,0.000176122,5.64E-05,1.55E-05
2.72E-05,0.00634,15500000,150,2.33E+17,0.00023,0.36565,0.61922,8.98E-06,7.79E-06,0.00374,0.00608,2.010536585,1.57E-11,3.64E-05,0.000436561,0.000260829,0.000361854,0.000399707,0.000177195,5.67E-05,1.56E-05
2.74E-05,0.00636,15500000,150,2.33E+17,0.00023,0.36566,0.61921,8.98E-06,7.79E-06,0.00374,0.00608,2.010487805,1.57E-11,3.66E-05,0.000439146,0.00026239,0.000364049,0.000402098,0.000178268,5.71E-05,1.57E-05
2.77E-05,0.00638,15500000,150,2.33E+17,0.00023,0.36567,0.6192,8.98E-06,7.79E-06,0.00374,0.00608,2.010439024,1.57E-11,3.68E-05,0.000441732,0.000263951,0.000366244,0.000404488,0.000179341,5.74E-05,1.58E-05
2.79E-05,0.0064,15500000,150,2.33E+17,0.00023,0.36567,0.6192,8.98E-06,7.79E-06,0.00374,0.00608,2.010390244,1.57E-11,3.70E-05,0.000444317,0.000265512,0.000368439,0.000406878,0.000180415,5.78E-05,1.59E-05
2.82E-05,0.00642,15500000,150,2.33E+17,0.00024,0.36568,0.61919,8.98E-06,7.79E-06,0.00374,0.00608,2.010341463,1.57E-11,3.73E-05,0.000446902,0.000267073,0.000370634,0.000409268,0.000181488,5.81E-05,1.60E-05
2.84E-05,0.00644,15500000,150,2.33E+17,0.00024,0.36569,0.61918,8.98E-06,7.79E-06,0.00374,0.00608,2.010292683,1.57E-11,3.75E-05,0.000449488,0.000268634,0.000372829,0.000411659,0.000182561,5.85E-05,1.61E-05
2.87E-05,0.00646,15500000,150,2.33E+17,0.00024,0.3657,0.61918,8.98E-06,7.79E-06,0.00374,0.00608,2.010243902,1.57E-11,3.77E-05,0.000452073,0.000270195,0.000375024,0.000414049,0.000183634,5.88E-05,1.62E-05
2.90E-05,0.00648,15500000,150,2.33E+17,0.00024,0.3657,0.61917,8.99E-06,7.79E-06,0.00374,0.00608,2.010195122,1.57E-11,3.79E-05,0.000454659,0.000271756,0.00037722,0.000416439,0.000184707,5.91E-05,1.63E-05
2.92E-05,0.0065,15500000,150,2.33E+17,0.00025,0.36571,0.61916,8.99E-06,7.79E-06,0.00374,0.00608,2.010146341,1.57E-11,3.81E-05,0.000457244,0.000273317,0.000379415,0.000418829,0.00018578,5.95E-05,1.64E-05
2.95E-05,0.00652,15500000,150,2.33E+17,0.00025,0.36572,0.61915,8.99E-06,7.79E-06,0.00374,0.00608,2.010097561,1.57E-11,3.84E-05,0.000459829,0.000274878,0.00038161,0.00042122,0.000186854,5.98E-05,1.65E-05
2.98E-05,0.00654,15500000,150,2.33E+17,0.00025,0.36573,0.61915,8.99E-06,7.79E-06,0.00374,0.00608,2.01004878,1.57E-11,3.86E-05,0.000462415,0.000276439,0.000383805,0.00042361,0.000187927,6.02E-05,1.66E-05
3.01E-05,0.00656,15500000,150,2.33E+17,0.00025,0.36573,0.61914,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.88E-05,0.000465,0.000278,0.000386,0.000426,0.000189,6.05E-05,1.67E-05
3.03E-05,0.00658,15500000,150,2.33E+17,0.00025,0.36574,0.61913,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.90E-05,0.00046778,0.000279659,0.000388293,0.000428537,0.000190171,6.09E-05,1.68E-05
3.06E-05,0.0066,15500000,150,2.33E+17,0.00026,0.36575,0.61912,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.93E-05,0.000470561,0.000281317,0.000390585,0.000431073,0.000191341,6.12E-05,1.69E-05
3.09E-05,0.00661,15500000,150,2.33E+17,0.00026,0.36575,0.61912,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.94E-05,0.000471951,0.000282146,0.000391732,0.000432341,0.000191927,6.14E-05,1.70E-05
3.11E-05,0.00663,15500000,150,2.33E+17,0.00026,0.36576,0.61911,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.96E-05,0.000474732,0.000283805,0.000394024,0.000434878,0.000193098,6.18E-05,1.71E-05
3.14E-05,0.00665,15500000,150,2.33E+17,0.00026,0.36577,0.6191,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,3.99E-05,0.000477512,0.000285463,0.000396317,0.000437415,0.000194268,6.22E-05,1.72E-05
3.17E-05,0.00667,15500000,150,2.33E+17,0.00027,0.36578,0.61909,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.01E-05,0.000480293,0.000287122,0.00039861,0.000439951,0.000195439,6.25E-05,1.73E-05
3.20E-05,0.00669,15500000,150,2.33E+17,0.00027,0.36578,0.61909,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.03E-05,0.000483073,0.00028878,0.000400902,0.000442488,0.00019661,6.29E-05,1.74E-05
3.23E-05,0.00671,15500000,150,2.33E+17,0.00027,0.36579,0.61908,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.06E-05,0.000485854,0.000290439,0.000403195,0.000445024,0.00019778,6.33E-05,1.75E-05
3.28E-05,0.00675,15500000,150,2.33E+17,0.00027,0.36581,0.61906,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.10E-05,0.000491415,0.000293756,0.00040778,0.000450098,0.000200122,6.40E-05,1.77E-05
3.33E-05,0.00679,15500000,150,2.33E+17,0.00028,0.36582,0.61905,8.99E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.15E-05,0.000496976,0.000297073,0.000412366,0.000455171,0.000202463,6.48E-05,1.79E-05
3.36E-05,0.00681,15500000,150,2.33E+17,0.00028,0.36583,0.61904,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.17E-05,0.000499756,0.000298732,0.000414659,0.000457707,0.000203634,6.51E-05,1.80E-05
3.42E-05,0.00684,15500000,150,2.33E+17,0.00029,0.36584,0.61903,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.21E-05,0.000503927,0.00030122,0.000418098,0.000461512,0.00020539,6.57E-05,1.81E-05
3.44E-05,0.00686,15500000,150,2.33E+17,0.00029,0.36585,0.61902,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.23E-05,0.000506707,0.000302878,0.00042039,0.000464049,0.000206561,6.61E-05,1.82E-05
3.50E-05,0.0069,15500000,150,2.33E+17,0.00029,0.36586,0.61901,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.28E-05,0.000512268,0.000306195,0.000424976,0.000469122,0.000208902,6.68E-05,1.84E-05
3.54E-05,0.00692,15500000,150,2.33E+17,0.0003,0.36587,0.619,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.30E-05,0.000515049,0.000307854,0.000427268,0.000471659,0.000210073,6.72E-05,1.85E-05
3.58E-05,0.00695,15500000,150,2.33E+17,0.0003,0.36589,0.61899,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.34E-05,0.00051922,0.000310341,0.000430707,0.000475463,0.000211829,6.77E-05,1.87E-05
3.61E-05,0.00697,15500000,150,2.33E+17,0.0003,0.36589,0.61898,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.36E-05,0.000522,0.000312,0.000433,0.000478,0.000213,6.81E-05,1.88E-05
3.67E-05,0.00701,15500000,150,2.33E+17,0.00031,0.36591,0.61896,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.41E-05,0.000527756,0.000315512,0.00043778,0.000483268,0.000215341,6.89E-05,1.90E-05
3.73E-05,0.00704,15500000,150,2.33E+17,0.00031,0.36592,0.61895,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.45E-05,0.000532073,0.000318146,0.000441366,0.00048722,0.000217098,6.94E-05,1.92E-05
3.76E-05,0.00706,15500000,150,2.33E+17,0.00031,0.36593,0.61894,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.47E-05,0.000534951,0.000319902,0.000443756,0.000489854,0.000218268,6.98E-05,1.93E-05
3.82E-05,0.0071,15500000,150,2.33E+17,0.00032,0.36595,0.61892,9.00E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.52E-05,0.000540707,0.000323415,0.000448537,0.000495122,0.00022061,7.06E-05,1.95E-05
3.85E-05,0.00712,15500000,150,2.33E+17,0.00032,0.36596,0.61891,9.01E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.55E-05,0.000543585,0.000325171,0.000450927,0.000497756,0.00022178,7.10E-05,1.96E-05
3.89E-05,0.00715,15500000,150,2.33E+17,0.00033,0.36597,0.61891,9.01E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.58E-05,0.000547902,0.000327805,0.000454512,0.000501707,0.000223537,7.16E-05,1.98E-05
3.93E-05,0.00717,15500000,150,2.33E+17,0.00033,0.36598,0.6189,9.01E-06,7.79E-06,0.00374,0.00608,2.01,1.57E-11,4.61E-05,0.00055078,0.000329561,0.000456902,0.000504341,0.000224707,7.20E-05,1.99E-05
3.97E-05,0.00719,15500000,150,2.33E+17,0.00033,0.36598,0.61889,9.01E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,4.63E-05,0.000553659,0.000331317,0.000459293,0.000506976,0.000225878,7.23E-05,2.00E-05
4.00E-05,0.00721,15500000,150,2.33E+17,0.00034,0.36599,0.61888,9.01E-06,7.79E-06,0.00374,0.00608,2.01,1.56E-11,4.66E-05,0.000556537,0.000333073,0.000461683,0.00050961,0.000227049,7.27E-05,2.01E-05
